"","gene","sgrna_id","logFC","logCPM","LR","PValue","FDR"
"OR52B2","OR52B2","OR52B2_-_6191364.23-ENST00000530810.1|OR52B2_-_6191350.23-ENST00000530810.1",-0.399043058005502,5.84833350803777,2.76203041105175,0.0965256592248394,0.351951548813528
"IDNK","IDNK","IDNK_-_86238092.23-P1P2|IDNK_-_86238070.23-P1P2",0.346772186913803,6.13553697274379,2.7576146625694,0.0967924594263536,0.352801256018624
"GOLGA6L1","GOLGA6L1","GOLGA6L1_+_22736912.23-ENST00000560659.2|GOLGA6L1_+_22736950.23-ENST00000560659.2",-0.419648580590749,5.82762054707375,2.75640624342006,0.0968656122777657,0.352944786716406
"ATP2B1","ATP2B1","ATP2B1_+_90102587.23-P1P2|ATP2B1_+_90102595.23-P1P2",-0.434005487094366,5.65575831435788,2.75554059839166,0.0969180519991057,0.353012772182173
"BPIFA1.1","BPIFA1","BPIFA1_+_31825613.23-P2|BPIFA1_-_31825581.23-P2",-0.327079995116109,6.10034835855127,2.7543122977262,0.0969925140658208,0.353160896163006
"VPS13B","VPS13B","VPS13B_-_100025522.23-P1P2|VPS13B_-_100025571.23-P1P2",0.49775828746654,5.54401407745768,2.75290171569134,0.0970781033294837,0.353229875480919
"GLRB","GLRB","GLRB_+_157997351.23-P1P2|GLRB_+_157997405.23-P1P2",-0.341197672390252,7.43516188224599,2.75287212208781,0.0970798998489685,0.353229875480919
"GSK3B","GSK3B","GSK3B_-_119812860.23-P1P2|GSK3B_-_119812883.23-P1P2",-0.43655035709049,5.8177138382103,2.7523292126013,0.0971128643307827,0.353229875480919
"FBLN5","FBLN5","FBLN5_-_92413727.23-P1P2|FBLN5_-_92413714.23-P1P2",-0.384604106022523,5.91923240884678,2.74929166111856,0.0972975242211655,0.353640106681899
"TAOK2","TAOK2","TAOK2_-_29985240.23-P1P2|TAOK2_-_29985259.23-P1P2",0.380063474053157,6.41289610845203,2.74856362824377,0.0973418398946131,0.353640106681899
"AMER2","AMER2","AMER2_-_25745692.23-P1P2|AMER2_+_25745684.23-P1P2",0.574227342324296,5.42548810696155,2.74852708280602,0.0973440650110392,0.353640106681899
"CDH11","CDH11","CDH11_+_65155957.23-P1P2|CDH11_+_65155929.23-P1P2",-0.411062621743521,5.87681642811149,2.74820061654771,0.0973639447935012,0.353640106681899
"TRABD2B","TRABD2B","TRABD2B_+_48463011.23-P1P2|TRABD2B_+_48463019.23-P1P2",-0.370069592631816,6.89589155759007,2.74769316484736,0.0973948542612925,0.353640106681899
"BCL2L15","BCL2L15","BCL2L15_-_114430171.23-P1P2|BCL2L15_-_114430206.23-P1P2",-0.527226347880329,5.48041241390955,2.74628483399275,0.0974806933773597,0.353828845360684
"TCTEX1D4","TCTEX1D4","TCTEX1D4_+_45272967.23-P1P2|TCTEX1D4_+_45272977.23-P1P2",0.361865890908425,6.5657310102334,2.74481193986912,0.0975705559417968,0.354032051941589
"FRAS1","FRAS1","FRAS1_-_78978538.23-P1P2|FRAS1_-_78978533.23-P1P2",-0.423765168411067,5.73503329055028,2.74402860540247,0.0976183846562534,0.354082651738233
"ELMSAN1.1","ELMSAN1","ELMSAN1_-_74253836.23-P2|ELMSAN1_-_74253823.23-P2",-0.386610442247192,6.35888139657281,2.74300276127963,0.0976810591545117,0.354187046552619
"KIAA0101","KIAA0101","KIAA0101_+_64673611.23-P1P2|KIAA0101_+_64673360.23-P1P2",-0.700516097742338,5.4220148258684,2.74070879695796,0.0978213689702533,0.354572773409347
"KRTAP2-4","KRTAP2-4","KRTAP2-4_+_39222500.23-P1P2|KRTAP2-4_+_39222518.23-P1P2",-0.382144713925216,5.89625479135807,2.73506696205632,0.0981673865125798,0.355703602308065
"DYM","DYM","DYM_+_46987151.23-P1P2|DYM_+_46987115.23-P1P2",-0.41345209713266,5.72389302342012,2.7332169854281,0.0982811373031199,0.355992334425512
"SAMHD1","SAMHD1","SAMHD1_+_35579571.23-P1P2|SAMHD1_-_35580035.23-P1P2",0.425876631699725,5.63320097005686,2.73182640172521,0.0983667357458889,0.356178928809612
"ACBD4","ACBD4","ACBD4_-_43213072.23-P1|ACBD4_-_43213050.23-P1",-0.414312588701369,5.8046123945165,2.72809728816961,0.0985966859700727,0.356887900376606
"TTC30B","TTC30B","TTC30B_+_178417442.23-P1P2|TTC30B_-_178417447.23-P1P2",0.415861319390483,5.68954225142686,2.72729565586135,0.0986461939835246,0.356943465071964
"PAGR1","PAGR1","PAGR1_-_29827891.23-P1P2|PAGR1_+_29827880.23-P1P2",0.36915109698404,6.31844642565873,2.72669859966811,0.0986830852049335,0.356953354237298
"GCNT1","GCNT1","GCNT1_+_79074233.23-P1P2|GCNT1_-_79074395.23-P1P2",0.376854399341323,6.66709795148885,2.72374804036104,0.0988656170842782,0.35748986108329
"ZNF506","ZNF506","ZNF506_-_19932561.23-P1P2|ZNF506_-_19932149.23-P1P2",-0.462701892132469,5.60133507531057,2.72251056196978,0.0989422814520574,0.357643321056382
"EDN2","EDN2","EDN2_-_41950276.23-P1P2|EDN2_-_41950301.23-P1P2",-0.516193681252614,5.53334520990136,2.72009282847429,0.0990922523696452,0.358061561985751
"HIC1","HIC1","HIC1_-_1958420.23-P1P2|HIC1_-_1958446.23-P1P2",-0.333210080352381,6.33409025554448,2.71912280501624,0.0991524922135171,0.358155390124872
"VWA5B1","VWA5B1","VWA5B1_-_20617423.23-P1P2|VWA5B1_-_20617587.23-P1P2",-0.334652024948497,6.02921628125704,2.71634586580524,0.0993251652396698,0.358655140550985
"RNF150","RNF150","RNF150_-_142054533.23-P1P2|RNF150_-_142054584.23-P1P2",0.587510157559842,5.39490912992719,2.71259644128071,0.0995588294946592,0.359312552701742
"LDB1.1","LDB1","LDB1_+_103874728.23-P2|LDB1_-_103874770.23-P2",-0.505663671721809,5.55491817867144,2.71149521560562,0.0996275718842838,0.359312552701742
"CGNL1","CGNL1","CGNL1_-_57668784.23-P1P2|CGNL1_-_57668688.23-P1P2",-0.384951137406626,5.89948158326101,2.7114694584775,0.0996291803551753,0.359312552701742
"PPP4R1","PPP4R1","PPP4R1_-_9614465.23-P1P2|PPP4R1_+_9614544.23-P1P2",-0.369624861993873,6.949021842869,2.71121994375608,0.0996447634191052,0.359312552701742
"FGFR1OP2","FGFR1OP2","FGFR1OP2_-_27091437.23-P1P2|FGFR1OP2_+_27091449.23-P1P2",-0.386941896735088,5.83905870470554,2.70809627560067,0.0998400727623335,0.359685412124966
"ESX1","ESX1","ESX1_+_103499372.23-P1P2|ESX1_-_103499624.23-P1P2",0.342196604280426,6.13064026921841,2.70695267333991,0.0999116817309743,0.359685412124966
"JMJD4","JMJD4","JMJD4_-_227922954.23-P1P2|JMJD4_+_227922706.23-P1P2",-0.412478842584511,5.78691389685239,2.70678139038318,0.0999224117884539,0.359685412124966
"EDIL3","EDIL3","EDIL3_-_83680685.23-P1P2|EDIL3_-_83680644.23-P1P2",0.335630977712514,6.18171390253973,2.70665968827799,0.099930036607656,0.359685412124966
"NBEAL1","NBEAL1","NBEAL1_-_203879821.23-P1P2|NBEAL1_-_203879620.23-P1P2",-1.03089323859434,6.38361084244313,2.70585302816187,0.0999805911389393,0.359685412124966
"negative_control.235","negative_control","non-targeting_01059|non-targeting_01988",0.339233363097458,6.31367457656425,2.70532578418954,0.100013649359457,0.359685412124966
"C1QTNF8","C1QTNF8","C1QTNF8_+_1145979.23-P1P2|C1QTNF8_+_1146203.23-P1P2",0.332443257313038,6.2903503671617,2.70508496964317,0.100028752413572,0.359685412124966
"C5orf17","C5orf17","C5orf17_-_23951534.23-P1P2|C5orf17_-_23951548.23-P1P2",0.365088902464169,5.96803586474134,2.70486159896095,0.100042763675805,0.359685412124966
"CHD1L","CHD1L","CHD1L_-_146714409.23-P1P2|CHD1L_-_146714437.23-P1P2",0.354499591232818,5.92061340984071,2.70461966256796,0.1000579419184,0.359685412124966
"TNFRSF19","TNFRSF19","TNFRSF19_+_24153722.23-P1|TNFRSF19_+_24153614.23-P1",0.371849049520187,6.08195556180398,2.70168956410299,0.100241965871039,0.360223020410028
"MLH3","MLH3","MLH3_+_75518140.23-P1P2|MLH3_-_75518124.23-P1P2",0.579942963378282,5.50153342941678,2.70020040763399,0.100335633558685,0.360435672288849
"IZUMO2","IZUMO2","IZUMO2_-_50666359.23-P1P2|IZUMO2_+_50666398.23-P1P2",0.361709529349543,7.00708481668355,2.69850306597073,0.100442512672494,0.360581012110968
"IVNS1ABP","IVNS1ABP","IVNS1ABP_+_185286385.23-P1P2|IVNS1ABP_-_185285936.23-P1P2",0.349129701613714,6.12068369030014,2.6980658691988,0.100470062451547,0.360581012110968
"MAPK1","MAPK1","MAPK1_+_22221610.23-P1P2|MAPK1_+_22221900.23-P1P2",0.356901086605274,6.44158536069328,2.69791441264164,0.100479608350922,0.360581012110968
"TTLL3","TTLL3","TTLL3_-_9852012.23-P1P2|TTLL3_+_9852015.23-P1P2",0.448541698288481,5.7538912351558,2.69668465012433,0.100557153670945,0.360735412242147
"TMEM68","TMEM68","TMEM68_-_56685856.23-P1P2|TMEM68_-_56685873.23-P1P2",-0.443635951112469,5.71774771162858,2.69423890414771,0.100711569847573,0.361165375740266
"BGN","BGN","BGN_+_152760628.23-P1P2|BGN_-_152760510.23-P1P2",0.402781375092167,6.56956272905963,2.69277240528533,0.100804283897005,0.361318103430288
"WSB1","WSB1","WSB1_-_25621576.23-P1P2|WSB1_+_25621102.23-P1P2",0.493931583987348,5.66627204995611,2.69247164316252,0.10082331000983,0.361318103430288
"MAGEA11","MAGEA11","MAGEA11_+_148793717.23-P1|MAGEA11_+_148793714.23-P1",-0.539251471540673,5.90795897052189,2.69070561382546,0.100935107646552,0.361594746282642
"RPS6KC1","RPS6KC1","RPS6KC1_+_213224641.23-P1P2|RPS6KC1_+_213224613.23-P1P2",-0.326396174063817,6.03653389578696,2.68845444181255,0.101077813464203,0.36198188851985
"NKD2","NKD2","NKD2_+_1008994.23-P1P2|NKD2_+_1009129.23-P1P2",0.461086958814721,5.55891008897863,2.68505699424506,0.101293601449099,0.362630399158302
"SH3TC1","SH3TC1","SH3TC1_+_8201111.23-P1P2|SH3TC1_+_8201070.23-P1P2",0.565525156395058,5.43809645849312,2.68346540242149,0.101394864146076,0.362868606276197
"negative_control.261","negative_control","non-targeting_00676|non-targeting_01448",0.450658124970597,5.7459931808084,2.67474838299728,0.101951438425583,0.364735546575606
"CHRDL2","CHRDL2","CHRDL2_-_74442417.23-P1P2|CHRDL2_-_74442472.23-P1P2",-0.385053994084901,7.13539008871073,2.67186312778796,0.1021363947114,0.365272185056172
"ATP2C2","ATP2C2","ATP2C2_-_84402154.23-P1P2|ATP2C2_-_84402192.23-P1P2",-0.38035776669158,5.85166995587115,2.67095137947285,0.102194917670649,0.365352359994587
"IFI6","IFI6","IFI6_+_27995819.23-P2|IFI6_+_27995809.23-P2",0.353219723425625,6.12416684776107,2.67042475893682,0.102228736901835,0.365352359994587
"NUDT9","NUDT9","NUDT9_-_88343792.23-P1P2|NUDT9_+_88343954.23-P1P2",-0.419318071232369,5.69264002357501,2.66792860815488,0.102389204713111,0.365800748462226
"PLD1","PLD1","PLD1_-_171528240.23-P1P2|PLD1_-_171528224.23-P1P2",1.60377888390013,5.70515918635341,2.66659488189822,0.102475057705589,0.365896846424802
"DOHH","DOHH","DOHH_+_3500631.23-P1P2|DOHH_-_3500585.23-P1P2",-0.670652817279229,5.30886705552533,2.66603320549635,0.102511236813889,0.365896846424802
"INPPL1","INPPL1","INPPL1_+_71935916.23-P1P2|INPPL1_-_71935867.23-P1P2",-0.336154041666456,6.17705596023451,2.66571777989753,0.102531560363592,0.365896846424802
"FBRSL1","FBRSL1","FBRSL1_+_133066769.23-P1P2|FBRSL1_+_133066947.23-P1P2",0.385643984671518,6.80643854186565,2.66496922809586,0.10257980881173,0.365896846424802
"FBXO22","FBXO22","FBXO22_+_76196272.23-P1P2|FBXO22_+_76196269.23-P1P2",0.432734134942293,5.70094324794492,2.66479297092161,0.102591173208102,0.365896846424802
"negative_control.91","negative_control","non-targeting_01527|non-targeting_03765",-0.375248334307954,5.85366431995196,2.6641580640607,0.102632121021517,0.36591800227733
"FSTL3.1","FSTL3","FSTL3_-_680757.23-P2|FSTL3_-_680812.23-P2",-0.359807408538812,5.94045109819589,2.66177094043397,0.102786236745249,0.366256565201535
"ZFPL1","ZFPL1","ZFPL1_-_64851722.23-P1P2|ZFPL1_-_64851725.23-P1P2",-0.428431090096657,5.7457104048158,2.66154916422251,0.102800567748569,0.366256565201535
"EIF2AK2","EIF2AK2","EIF2AK2_+_37384076.23-P1P2|EIF2AK2_+_37384079.23-P1P2",-0.364934271518763,6.72500998621942,2.66105936308634,0.102832226057541,0.366256565201535
"PRKCI","PRKCI","PRKCI_-_169940251.23-P1P2|PRKCI_-_169940398.23-P1P2",-0.317769881185221,6.14653282432865,2.65845483124692,0.103000749336275,0.366618030603945
"ASIC4","ASIC4","ASIC4_-_220379183.23-P1P2|ASIC4_+_220379356.23-P1P2",0.330687738076928,6.00791025314192,2.65840650292148,0.1030038792204,0.366618030603945
"TERT","TERT","TERT_-_1295187.23-P1P2|TERT_-_1294789.23-P1P2",0.744338147272553,5.29980427917415,2.65771522393936,0.10304865986903,0.366652535114527
"C2orf42","C2orf42","C2orf42_-_70409087.23-ENST00000420306.1|C2orf42_+_70408870.23-ENST00000420306.1",0.48356740377965,5.53358024450679,2.65651214086817,0.103126645703392,0.366805121715604
"HLA-DRA","HLA-DRA","HLA-DRA_+_32410476.23-P2|HLA-DRA_+_32410464.23-P2",-0.334220112214875,6.00362163578687,2.65431302105546,0.103269363287337,0.36718776670727
"MTHFR.1","MTHFR","MTHFR_-_11866070.23-P2|MTHFR_-_11866026.23-P2",0.424746105693164,5.65415204370945,2.65119182314795,0.103472292812769,0.36778417003178
"METTL23","METTL23","METTL23_+_74722914.23-P1P2|METTL23_+_74722937.23-P1P2",-0.404756527815769,5.72391564101159,2.64970044251572,0.103569411327176,0.368004198697378
"DENND2D","DENND2D","DENND2D_+_111743231.23-P1|DENND2D_-_111743284.23-P1",-0.318375898704797,6.1683681160329,2.64844072949079,0.103651521424563,0.368170767806488
"LOC100130357","LOC100130357","LOC100130357_-_13295463.23-NM_001242698|LOC100130357_+_13295735.23-NM_001242698",-0.356774596178046,6.54663495288759,2.64748549450739,0.103713832671858,0.368266921991478
"C3orf62","C3orf62","C3orf62_+_49314600.23-P1P2|C3orf62_+_49314606.23-P1P2",-0.516087950492747,5.48316827932207,2.64632453200113,0.103789619018935,0.368410841965989
"NARF","NARF","NARF_+_80416626.23-P1P2|NARF_+_80416618.23-P1P2",-0.510446444448875,5.5618098083465,2.64461661296554,0.103901220323248,0.36854204659333
"LDHD","LDHD","LDHD_-_75150654.23-P1P2|LDHD_-_75150624.23-P1P2",-0.465124369091378,5.56200091120826,2.64418136075713,0.103929682205394,0.36854204659333
"EMR2.1","EMR2","EMR2_-_14887559.23-P1|EMR2_+_14887426.23-P1",0.334499336246567,6.19108521332625,2.64414005263251,0.103932383857468,0.36854204659333
"EXD2","EXD2","EXD2_+_69658617.23-P1P2|EXD2_+_69658603.23-P1P2",-0.335611558557018,6.02690175542621,2.64352733076726,0.103972466393357,0.368559115946603
"PPIL3","PPIL3","PPIL3_-_201753970.23-P1P2|PPIL3_+_201753688.23-P1P2",0.364689020252289,6.36071058509985,2.64138198271246,0.104112942467724,0.36888424027155
"GBX2","GBX2","GBX2_+_237076949.23-P1P2|GBX2_+_237076970.23-P1P2",0.3451981166638,6.12498596967183,2.64104868064481,0.104134785531203,0.36888424027155
"MBOAT2","MBOAT2","MBOAT2_-_9143815.23-P1P2|MBOAT2_-_9143810.23-P1P2",0.387162842357158,5.78902987989331,2.63865379027979,0.104291883156504,0.369315546928318
"KRT78","KRT78","KRT78_-_53242715.23-P1P2|KRT78_+_53242543.23-P1P2",-0.372922571561552,5.85465598303986,2.63582196049458,0.10447797773032,0.369653386556733
"ACAP2","ACAP2","ACAP2_+_195163707.23-P1P2|ACAP2_+_195163701.23-P1P2",-0.766566494069506,5.43824104977871,2.63576388066932,0.104481798268666,0.369653386556733
"WHSC1L1","WHSC1L1","WHSC1L1_+_38239708.23-P1P2|WHSC1L1_+_38239493.23-P1P2",0.362561853542731,6.48452267617461,2.63558741793042,0.104493407070678,0.369653386556733
"GPR108","GPR108","GPR108_+_6737533.23-P1P2|GPR108_+_6737565.23-P1P2",-0.621636623646914,5.45840687102406,2.63454491319362,0.10456201826886,0.369770927549775
"FMO2","FMO2","FMO2_-_171154516.23-P1P2|FMO2_+_171154429.23-P1P2",-0.349116522939697,6.15772538423003,2.63172366773131,0.104747942788327,0.370124639541205
"MZF1","MZF1","MZF1_+_59084628.23-P1P2|MZF1_-_59084690.23-P1P2",-0.380093152733717,5.79447675272859,2.63145168102618,0.104765886274233,0.370124639541205
"CLSTN1","CLSTN1","CLSTN1_+_9883976.23-P1P2|CLSTN1_+_9883970.23-P1P2",-0.34381034623727,6.37311900772223,2.63141517206549,0.104768295096927,0.370124639541205
"FBXL12","FBXL12","FBXL12_-_9929714.23-P1P2|FBXL12_-_9929733.23-P1P2",0.533765232068883,6.10061806133162,2.63070413917512,0.104815220398099,0.370165276498864
"ACBD6","ACBD6","ACBD6_+_180471319.23-P1P2|ACBD6_+_180471354.23-P1P2",0.615232000947749,5.33611438800171,2.6279133834644,0.104999621719077,0.370600368109501
"NANP","NANP","NANP_+_25604578.23-P1P2|NANP_-_25604444.23-P1P2",0.375049562308953,6.58561479201858,2.62741110979317,0.10503284756938,0.370600368109501
"ZNF772","ZNF772","ZNF772_-_57988699.23-P1P2|ZNF772_+_57988842.23-P1P2",0.330471663924386,6.06194590957872,2.62723027953055,0.10504481247276,0.370600368109501
"CLASP2.1","CLASP2","CLASP2_+_33759687.23-P1|CLASP2_+_33759703.23-P1",-0.44672010559836,5.77386408302831,2.62603764965809,0.105123762024196,0.370675904767865
"KIAA1210","KIAA1210","KIAA1210_-_118284476.23-ENST00000402510.2|KIAA1210_-_118284313.23-ENST00000402510.2",0.365119072411095,6.2162977199613,2.62583526791605,0.105137165715976,0.370675904767865
"FUOM","FUOM","FUOM_-_135171476.23-P1P2|FUOM_+_135171494.23-P1P2",0.490661990901435,5.51621401237922,2.62430150770484,0.105238807174303,0.370909118034221
"RNASE2","RNASE2","RNASE2_-_21423687.23-P1P2|RNASE2_-_21423896.23-P1P2",-0.643265432894643,5.55921164768649,2.62322558652886,0.105310172157922,0.371035502039882
"SGCZ","SGCZ","SGCZ_-_15095821.23-P1P2|SGCZ_-_15095809.23-P1P2",-0.411584361552647,5.76117403036284,2.62026694575732,0.105506690048339,0.371602598923201
"ARAF","ARAF","ARAF_-_47420655.23-P1P2|ARAF_-_47420581.23-P1P2",-0.370847184183598,6.46323930183298,2.61942144711993,0.105562923315109,0.371608801818431
"SPACA5B","SPACA5B","SPACA5B_+_47990064.23-ENST00000304270.5|SPACA5B_-_47990082.23-ENST00000304270.5",-0.573285752690533,5.45249411626099,2.6191257073973,0.105582600422977,0.371608801818431
"C4BPB","C4BPB","C4BPB_-_207262276.23-P1P2|C4BPB_-_207262233.23-P1P2",0.362665322374629,5.92946839260609,2.61863688495751,0.105615133148396,0.371608801818431
"PLEKHG2","PLEKHG2","PLEKHG2_-_39903315.23-P1P2|PLEKHG2_+_39903304.23-P1P2",-0.438950094545945,5.67131831426366,2.61420163828016,0.105910816007101,0.3724629094597
"negative_control.179","negative_control","non-targeting_01392|non-targeting_01404",-0.425482376609247,5.66418264310068,2.61392686119072,0.105929164298012,0.3724629094597
"RDH11","RDH11","RDH11_+_68162416.23-P1P2|RDH11_+_68162468.23-P1P2",0.401286088479781,5.90399387139162,2.6122016815043,0.10604444316209,0.372742829143572
"LOC100130705","LOC100130705","LOC100130705_+_128506610.23-P1P2|LOC100130705_-_128506457.23-P1P2",0.356334622606704,6.41240140590606,2.61119748095399,0.106111608555508,0.372853500136201
"AFF4","AFF4","AFF4_-_132299252.23-P1P2|AFF4_+_132299267.23-P1P2",-0.354018880944976,6.04564990524084,2.60884090987019,0.106269409772355,0.373282464578524
"GADL1","GADL1","GADL1_-_30936244.23-P1P2|GADL1_-_30936250.23-P1P2",0.316959306263652,6.22602917324806,2.60788267070631,0.10633364917751,0.373326207238151
"RRAS","RRAS","RRAS_+_50143344.23-P1P2|RRAS_-_50143153.23-P1P2",0.405903332452903,5.73292457104827,2.60723363234342,0.106377184260641,0.373326207238151
"PKNOX2","PKNOX2","PKNOX2_+_125034593.23-P1P2|PKNOX2_-_125034672.23-P1P2",-0.537246640387485,5.45052789263613,2.60705696531051,0.106389037813896,0.373326207238151
"TMPRSS4","TMPRSS4","TMPRSS4_-_117947815.23-P1P2|TMPRSS4_-_117948002.23-P1P2",-0.332031151663888,6.01956860009773,2.6055883044628,0.106487634370464,0.373546753666112
"AADACL4","AADACL4","AADACL4_+_12704573.23-P1P2|AADACL4_+_12704601.23-P1P2",0.440414081909575,5.5953019684891,2.60454819534269,0.106557521313671,0.373666475747606
"TULP4","TULP4","TULP4_-_158733332.23-P1P2|TULP4_+_158733591.23-P1P2",0.427820033628835,5.70747825281413,2.60397112556095,0.106596317448533,0.373677127587107
"UBQLNL","UBQLNL","UBQLNL_+_5537859.23-P1P2|UBQLNL_-_5537729.23-P1P2",-0.349626644759167,5.94225019874645,2.60280851632818,0.106674526195695,0.37382588824447
"ERN2","ERN2","ERN2_+_23724504.23-P1P2|ERN2_+_23724488.23-P1P2",-0.355034847670762,5.90900389536255,2.60057691451715,0.106824822542816,0.374227085341075
"PTCH1","PTCH1","PTCH1_+_98268694.23-P1P2|PTCH1_-_98268900.23-P1P2",0.371458886996458,6.15393019052566,2.5996753368207,0.106885608857154,0.3742983341185
"B4GALT2","B4GALT2","B4GALT2_+_44444940.23-P1P2|B4GALT2_+_44444945.23-P1P2",-0.323451478912138,6.16366618255399,2.59921297700839,0.106916796874997,0.3742983341185
"CNNM3","CNNM3","CNNM3_-_97482020.23-P1P2|CNNM3_-_97482001.23-P1P2",-0.360150049363541,6.50804045703534,2.59803216675664,0.106996492571375,0.374451891282942
"ITGA7","ITGA7","ITGA7_+_56101639.23-P1|ITGA7_+_56101636.23-P1",-0.370249382583242,6.02083362893244,2.59177711459013,0.107419749727423,0.375563127884362
"SLC25A31","SLC25A31","SLC25A31_+_128651635.23-P1P2|SLC25A31_+_128651597.23-P1P2",0.32298735604191,6.13949497157526,2.59173183205621,0.107422820527378,0.375563127884362
"HEY2","HEY2","HEY2_+_126070806.23-P1P2|HEY2_-_126070771.23-P1P2",-0.429822101593031,5.70617749206222,2.59163968536783,0.107429069681197,0.375563127884362
"RNF144B","RNF144B","RNF144B_-_18387752.23-P1P2|RNF144B_-_18387744.23-P1P2",-0.414479671151298,5.64030477241009,2.59121648250874,0.107457775346817,0.375563127884362
"OR2M2","OR2M2","OR2M2_+_248343349.23-ENST00000359682.2|OR2M2_+_248343353.23-ENST00000359682.2",-0.43650500596208,5.60415768280041,2.59010432218435,0.107533252841099,0.375610115865625
"ABCD4","ABCD4","ABCD4_+_74769611.23-P1P2|ABCD4_-_74769729.23-P1P2",0.451984962408833,5.63452818073596,2.58995918655289,0.107543106858368,0.375610115865625
"MUC22","MUC22","MUC22_+_30978318.23-P1P2|MUC22_-_30978295.23-P1P2",0.423185717571988,5.61903996714357,2.58740692628225,0.107716555246164,0.376090211267096
"UBL4B","UBL4B","UBL4B_-_110655113.23-P1P2|UBL4B_+_110655098.23-P1P2",-0.426083638546392,5.75198342277473,2.58493914449235,0.107884554654934,0.376466216327236
"DPP6","DPP6","DPP6_-_153750142.23-ENST00000377770.3|DPP6_-_153750145.23-ENST00000377770.3",-0.376539166474855,5.82824819066779,2.58476679626631,0.107896298363643,0.376466216327236
"TMEM229A","TMEM229A","TMEM229A_-_123673067.23-P1P2|TMEM229A_+_123673097.23-P1P2",-0.389276538402699,5.8741275404097,2.58094257375916,0.108157240137937,0.377212895268671
"CYTIP","CYTIP","CYTIP_-_158300563.23-P1P2|CYTIP_+_158300384.23-P1P2",-0.391849304707685,5.85766235461087,2.5805730257939,0.108182492547388,0.377212895268671
"RERE","RERE","RERE_-_8877631.23-P1P2|RERE_-_8877437.23-P1P2",0.515352195645946,5.53843363118817,2.57965482047334,0.108245264526036,0.3772339086036
"MYO5B","MYO5B","MYO5B_+_47721346.23-P1P2|MYO5B_-_47721337.23-P1P2",-0.316415455031407,8.24263505187235,2.57942887813063,0.10826071692844,0.3772339086036
"RALGPS2","RALGPS2","RALGPS2_-_178694444.23-P1P2|RALGPS2_-_178694396.23-P1P2",-0.390763949283707,5.91696584274026,2.57877536461609,0.10830542495128,0.377263896913627
"SNTG1","SNTG1","SNTG1_-_50824168.23-P1P2|SNTG1_+_50824339.23-P1P2",-0.322582747356769,6.05181468593565,2.57756086968999,0.108388564578977,0.377427690719863
"FAM167A","FAM167A","FAM167A_-_11332122.23-P2|FAM167A_+_11331986.23-P2",0.366715590400116,6.4476531110015,2.57592754974354,0.108500485895045,0.377691564824522
"UIMC1","UIMC1","UIMC1_-_176433727.23-P1P2|UIMC1_-_176433500.23-P1P2",-0.339009972124978,6.00856828654784,2.57445416544411,0.108601556723327,0.377917505081174
"INSR","INSR","INSR_-_7294350.23-P1P2|INSR_-_7294287.23-P1P2",-0.371476453918664,6.59592068462375,2.57070425400627,0.108859259064162,0.378688168182588
"BAZ1B","BAZ1B","BAZ1B_-_72936561.23-P1P2|BAZ1B_-_72936454.23-P1P2",-0.402390644815329,5.80068525092935,2.57015932466132,0.108896763708522,0.378692572630302
"MFSD10","MFSD10","MFSD10_-_2936538.23-P1P2|MFSD10_-_2936524.23-P1P2",0.383554496833128,5.87175330290914,2.56904677383565,0.108973378867437,0.378832937180545
"negative_control.48","negative_control","non-targeting_01985|non-targeting_02270",0.354864002676168,6.02407007943977,2.56784548708112,0.109056171281789,0.378901011797715
"WWP2","WWP2","WWP2_-_69796490.23-P1P2|WWP2_-_69796263.23-P1P2",0.416990074353741,5.92635599680819,2.56756199940912,0.109075719267082,0.378901011797715
"ARMC5","ARMC5","ARMC5_-_31470848.23-P1P2|ARMC5_+_31470860.23-P1P2",0.427509078711935,5.82543948864063,2.56699375534527,0.109114914317697,0.378901011797715
"C1orf50","C1orf50","C1orf50_+_43233182.23-P1P2|C1orf50_-_43232988.23-P1P2",0.349396269345954,6.23103412022852,2.56665924304309,0.109137994785753,0.378901011797715
"SIGLEC15","SIGLEC15","SIGLEC15_+_43405737.23-P1|SIGLEC15_-_43405732.23-P1",-0.419575468467673,5.72018398726548,2.56545672039462,0.109221010001633,0.379063286123235
"RBFA","RBFA","RBFA_+_77794464.23-P1P2|RBFA_+_77794544.23-P1P2",0.421774452008199,5.94760664461454,2.56283953285057,0.109401925483684,0.379296266553437
"CLDN18.1","CLDN18","CLDN18_-_137729026.23-P1|CLDN18_+_137729084.23-P1",0.433168401494748,5.68764158847427,2.56258057488999,0.109419844087974,0.379296266553437
"POP7","POP7","POP7_+_100303782.23-P1P2|POP7_-_100303773.23-P1P2",0.327819098947957,6.28265563405007,2.56205219357363,0.1094564154564,0.379296266553437
"ITM2C","ITM2C","ITM2C_-_231729678.23-P1P2|ITM2C_-_231729138.23-P1P2",-0.340745284791925,5.96151710374733,2.56203195066794,0.109457816815448,0.379296266553437
"JOSD1","JOSD1","JOSD1_+_39096549.23-P1P2|JOSD1_+_39096518.23-P1P2",-0.379894307581079,6.65752266408087,2.56186144755996,0.10946962104547,0.379296266553437
"RSL1D1","RSL1D1","RSL1D1_+_11933720.23-P2|RSL1D1_-_11933355.23-P2",-0.346059029161479,6.13122901150081,2.55921909422369,0.109652734799917,0.379804799025234
