"","gene","sgrna_id","logFC","logCPM","LR","PValue","FDR"
"RANBP1","RANBP1","RANBP1_-_20105218.23-P1P2|RANBP1_-_20105086.23-P1P2",5.30971921645447,7.58974717885718,402.065661392146,1.95555031363828e-89,2.043550077752e-85
"MAP2K4","MAP2K4","MAP2K4_-_11924225.23-P1P2|MAP2K4_+_11924171.23-P1P2",-5.76832117752897,7.56361586964227,396.855877516975,2.66303740436026e-88,1.39143704377824e-84
"MSL1","MSL1","MSL1_+_38278860.23-P1P2|MSL1_+_38278902.23-P1P2",-4.33353038255745,6.1616079532062,361.46327855645,1.3519512593695e-80,4.70929688680377e-77
"ATF2","ATF2","ATF2_+_176032892.23-P1P2|ATF2_+_176032497.23-P1P2",-4.80073567056154,7.20573819355023,298.246874404877,7.93820047517773e-67,2.07385487414018e-63
"CCNC","CCNC","CCNC_+_100016473.23-P1P2|CCNC_-_100016531.23-P1P2",4.82243795116938,7.36392823009089,297.156047308967,1.37208988622053e-66,2.86766786220091e-63
"LARP6","LARP6","LARP6_+_71146449.23-P1P2|LARP6_-_71146443.23-P1P2",4.07650194395387,7.07710844805636,259.209552871008,2.55161842000635e-58,4.44406874817773e-55
"DPH1.1","DPH1","DPH1_-_1933503.23-P1|DPH1_-_1933469.23-P1",-3.79734198522242,6.0401596559678,258.547271866717,3.55778362561119e-58,5.31126269823384e-55
"KIAA1919","KIAA1919","KIAA1919_+_111580599.23-P1P2|KIAA1919_+_111580588.23-P1P2",5.11757608562893,6.78280826784324,237.03588137448,1.74193567222663e-53,2.27540347184604e-50
"STAG3","STAG3","STAG3_+_99775559.23-P1P2|STAG3_-_99775579.23-P1P2",-3.81532160897609,6.5142539582361,232.740361807244,1.50567213036503e-52,1.74825264025717e-49
"ZC3H13","ZC3H13","ZC3H13_-_46626846.23-P1P2|ZC3H13_+_46626889.23-P1P2",3.91793983849906,7.5717596819742,216.259736951942,5.9191795370989e-49,6.18554261626835e-46
"KLF7","KLF7","KLF7_+_208031206.23-P1P2|KLF7_+_208030196.23-P1P2",4.52154152352955,6.12293219210551,210.481675296227,1.07839649947075e-47,1.02447667449721e-44
"CIAO1","CIAO1","CIAO1_-_96932005.23-P1P2|CIAO1_+_96932066.23-P1P2",-3.92858595512795,6.35885675391765,209.560937058101,1.71260560281117e-47,1.49139404578139e-44
"CLASRP","CLASRP","CLASRP_-_45542349.23-P1P2|CLASRP_-_45542376.23-P1P2",-3.06565754555331,7.76601898895007,208.530900697288,2.87333901984207e-47,2.30972251979612e-44
"LEPROTL1","LEPROTL1","LEPROTL1_+_29953187.23-P1P2|LEPROTL1_+_29952990.23-P1P2",-4.7270872025894,5.57952217394809,195.238303605784,2.28560906013895e-44,1.70604390560372e-41
"CHORDC1","CHORDC1","CHORDC1_-_89955982.23-P1P2|CHORDC1_-_89955894.23-P1P2",-3.23102134647897,7.19740018922537,192.92859204501,7.2963840884566e-44,5.08314758162476e-41
"POU3F1","POU3F1","POU3F1_+_38512447.23-P1P2|POU3F1_+_38512374.23-P1P2",-3.06794935806933,7.61870301796328,182.30094145309,1.52422356205025e-41,9.9550851396407e-39
"TRIM24","TRIM24","TRIM24_-_138145308.23-P1P2|TRIM24_+_138145572.23-P1P2",3.17315860883405,5.91654969025932,181.715653050053,2.04565903502353e-41,1.25747864211741e-38
"RNASE4","RNASE4","RNASE4_-_21152854.23-P1P2|RNASE4_+_21152724.23-P1P2",-4.16202488274502,5.81104541390424,181.078457535448,2.81807849282485e-41,1.63605112500109e-38
"ZDHHC17","ZDHHC17","ZDHHC17_-_77158277.23-P1P2|ZDHHC17_+_77158099.23-P1P2",-3.53040123628309,6.74505679266737,176.775540488334,2.45180058826317e-40,1.34849032354474e-37
"SBF1","SBF1","SBF1_+_50913422.23-P1P2|SBF1_+_50913049.23-P1P2",-3.31103818132073,5.91264903933235,176.424475837405,2.92512734968262e-40,1.52837904020917e-37
"UNCX","UNCX","UNCX_+_1272543.23-P1P2|UNCX_-_1272523.23-P1P2",3.4305543396062,6.70775785883518,175.75133741752,4.10332443613352e-40,2.04189239798073e-37
"BRI3","BRI3","BRI3_+_97911337.23-P1P2|BRI3_+_97911238.23-P1P2",-3.76764376806606,5.90192760726482,174.201296315757,8.9459249145075e-40,4.24931433439106e-37
"PAPOLG","PAPOLG","PAPOLG_+_60983709.23-P1P2|PAPOLG_-_60983780.23-P1P2",3.96971125614204,6.65294659542392,173.01620635178,1.62341651147306e-39,7.37595762821458e-37
"HECW2","HECW2","HECW2_+_197457831.23-P1P2|HECW2_-_197457789.23-P1P2",3.01286045923302,6.38080284040729,169.652281526926,8.81276348689072e-39,3.83722410158367e-36
"CALM2","CALM2","CALM2_-_47403900.23-P1P2|CALM2_+_47403695.23-P1P2",-3.14742866849561,7.15499982618896,163.095756411734,2.38397682675549e-37,9.96502313583795e-35
"KIAA1432","KIAA1432","KIAA1432_+_5629133.23-P1P2|KIAA1432_+_5629114.23-P1P2",-4.22381360804589,5.86248537310182,162.794164733919,2.77452700213445e-37,1.11514642970404e-34
"ATF4","ATF4","ATF4_-_39916548.23-P1P2|ATF4_-_39917038.23-P1P2",-4.01016291171663,5.87372586588927,155.269817524579,1.22244885226203e-35,4.73132981708822e-33
"PRMT2","PRMT2","PRMT2_-_48056006.23-P1P2|PRMT2_+_48055615.23-P1P2",6.94783346711429,5.66137935681167,154.641821022516,1.6767466214351e-35,6.25785792642744e-33
"FAM203A","FAM203A","FAM203A_-_145192776.23-ENST00000347708.4|FAM203A_+_145193123.23-ENST00000347708.4",-3.55189984628986,6.66204741848741,150.883982308237,1.11108145318081e-34,4.00372454680671e-32
"RASL10B","RASL10B","RASL10B_+_34058714.23-P1P2|RASL10B_-_34058722.23-P1P2",-2.58673907922499,6.33223400424903,150.201858070788,1.56616874636053e-34,5.4554877998225e-32
"HUWE1","HUWE1","HUWE1_-_53710518.23-P1P2|HUWE1_+_53710912.23-P1P2",3.0051356478588,5.81694427178061,144.414646709828,2.88360283667545e-33,9.72053214298661e-31
"negative_control.239","negative_control","non-targeting_01669|non-targeting_00505",3.0076623516187,6.22458405482019,144.254104724937,3.12633122218647e-33,1.02094253974527e-30
"SOCS5","SOCS5","SOCS5_-_46926441.23-P1P2|SOCS5_+_46926657.23-P1P2",2.97099453315418,6.64214681548628,142.934091670882,6.0763317253389e-33,1.92417171302399e-30
"SCN1B","SCN1B","SCN1B_-_35521391.23-P1P2|SCN1B_-_35521422.23-P1P2",-2.92929921356703,6.70277610264904,142.786295878279,6.54570657032111e-33,2.01184216646634e-30
"KCNJ4","KCNJ4","KCNJ4_+_38851571.23-P1P2|KCNJ4_+_38851618.23-P1P2",-2.70042454953,6.37043442078723,142.007130643856,9.68996415078649e-33,2.89314643930625e-30
"PTEN","PTEN","PTEN_+_89623582.23-P1P2|PTEN_-_89623526.23-P1P2",-3.48633880975834,6.28889617973127,141.49776041831,1.25227630347063e-32,3.63507982535226e-30
"HSD17B7.1","HSD17B7","HSD17B7_-_162760668.23-P2|HSD17B7_-_162760684.23-P2",-2.91670868996896,5.87217329997819,139.168766428651,4.04565692313782e-32,1.14262472558893e-29
"TARDBP","TARDBP","TARDBP_-_11072919.23-P1P2|TARDBP_+_11072781.23-P1P2",6.21752057667789,6.04629835139482,138.775994864148,4.930415235331e-32,1.35586418971602e-29
"ARMC7","ARMC7","ARMC7_+_73106080.23-P1P2|ARMC7_-_73106057.23-P1P2",-2.8871596206442,6.96204272312752,138.279161350678,6.33194991649933e-32,1.69663786224149e-29
"MED19","MED19","MED19_+_57479662.23-P1P2|MED19_+_57479647.23-P1P2",2.79636501222767,6.067038880256,137.75547920536,8.24263374858058e-32,2.15338806681668e-29
"AGPAT4","AGPAT4","AGPAT4_+_161694832.23-P1P2|AGPAT4_-_161695108.23-P1P2",-3.65378300105487,5.5909792408574,136.743432018473,1.37217004579843e-31,3.49736023868135e-29
"BPIFB1","BPIFB1","BPIFB1_-_31871071.23-P1P2|BPIFB1_-_31871026.23-P1P2",3.01561607434081,7.1186693326843,135.700187049309,2.32051911436316e-31,5.77367255835597e-29
"GET4","GET4","GET4_+_916235.23-P1P2|GET4_-_916288.23-P1P2",-4.76745639799384,7.79192113053913,134.644222223288,3.94963663164512e-31,9.59853553504452e-29
"S100A11","S100A11","S100A11_+_152009236.23-P1P2|S100A11_+_152009488.23-P1P2",-3.28783684541609,6.12532334284648,127.826412823822,1.22502056580785e-29,2.90942384379364e-27
"PREP","PREP","PREP_+_105850963.23-P1P2|PREP_-_105850922.23-P1P2",-2.93347154941626,5.7574761613299,124.797908390019,5.63510543805562e-29,1.30859670728181e-26
"ITPR2","ITPR2","ITPR2_+_26986062.23-P1P2|ITPR2_+_26986078.23-P1P2",-2.39558157762293,6.06716768304845,124.6629708102,6.03162958490842e-29,1.37022889483246e-26
"USP32","USP32","USP32_+_58469194.23-P1P2|USP32_+_58469076.23-P1P2",3.41840400794692,5.88830587141255,124.476211405047,6.62688568457915e-29,1.47342458306068e-26
"NRARP","NRARP","NRARP_+_140196713.23-P1P2|NRARP_+_140196659.23-P1P2",2.67426986416141,7.14871561694958,124.200657260742,7.61410897392609e-29,1.65765497453183e-26
"UBA1","UBA1","UBA1_-_47053260.23-P1|UBA1_-_47053257.23-P1",-2.6924397575657,5.94433943352302,124.13502329998,7.87017383697217e-29,1.67843503257876e-26
"TCEB3","TCEB3","TCEB3_+_24070337.23-P1P2|TCEB3_-_24070023.23-P1P2",2.6452864056707,6.65674956010517,121.737726356482,2.63462655491597e-28,5.50636949977437e-26
"ANKRD11","ANKRD11","ANKRD11_+_89556932.23-P1P2|ANKRD11_-_89556765.23-P1P2",-3.41801425969623,5.7788025148343,120.960584808653,3.89799998353604e-28,7.98707839763757e-26
"STMN2","STMN2","STMN2_+_80523371.23-P1P2|STMN2_+_80523383.23-P1P2",5.92522583910122,6.33100636972051,118.791883112104,1.16314808181069e-27,2.33748027979264e-25
"MAPK8","MAPK8","MAPK8_-_49514791.23-P1P2|MAPK8_-_49514766.23-P1P2",-2.53107041993392,6.15976989101786,116.949767832514,2.94431096167426e-27,5.80529236782944e-25
"TMEM74","TMEM74","TMEM74_+_109799801.23-P1P2|TMEM74_+_109799811.23-P1P2",-2.41665436235838,7.20810276378977,115.285186747167,6.81560398597377e-27,1.31894558617455e-24
"PPP1R37","PPP1R37","PPP1R37_-_45596486.23-P1P2|PPP1R37_-_45596434.23-P1P2",2.47806462621777,7.31736762568968,115.059347454908,7.63771476943996e-27,1.45116580619359e-24
"TAF6L","TAF6L","TAF6L_+_62538949.23-P1P2|TAF6L_-_62538896.23-P1P2",2.59670570176715,6.19666222300338,114.45796212376,1.03435955392206e-26,1.93018881044385e-24
"TMX2","TMX2","TMX2_+_57480105.23-P1P2|TMX2_-_57480081.23-P1P2",4.53179201238812,5.81276875737864,113.063768820013,2.08945575701552e-26,3.83066888786179e-24
"POM121L12","POM121L12","POM121L12_-_53103402.23-P1P2|POM121L12_-_53103367.23-P1P2",2.26521458215303,6.18150733511722,110.0086189391,9.75656032083911e-26,1.7578630233236e-23
"USP9X","USP9X","USP9X_+_40945320.23-P1P2|USP9X_-_40944738.23-P1P2",-4.14729431744232,5.44341166868963,107.63416185867,3.23264852701264e-25,5.72562323852239e-23
"GANAB","GANAB","GANAB_+_62414038.23-P1P2|GANAB_+_62414027.23-P1P2",-2.54129086727885,6.97577260871619,106.091018202604,7.0425106904927e-25,1.22657061192748e-22
"DCAF15","DCAF15","DCAF15_-_14063546.23-P1P2|DCAF15_-_14063478.23-P1P2",-2.2508347315803,6.21847521141667,105.715452041012,8.51210247686762e-25,1.45822083415191e-22
"EP300","EP300","EP300_+_41488885.23-P1P2|EP300_-_41487756.23-P1P2",2.9702468598886,6.88411792747669,104.552245921359,1.53102655364442e-24,2.58052056219099e-22
"SDR16C5","SDR16C5","SDR16C5_-_57232321.23-P1P2|SDR16C5_+_57232679.23-P1P2",2.33504938205789,7.14263048624569,104.322969500572,1.71884793879169e-24,2.85110491434495e-22
"RHBDD1","RHBDD1","RHBDD1_-_227700790.23-P1P2|RHBDD1_-_227700842.23-P1P2",-2.06474373296808,6.24380703441679,104.23558506223,1.79635174385843e-24,2.93310558176885e-22
"SREK1IP1","SREK1IP1","SREK1IP1_-_64064477.23-P1P2|SREK1IP1_+_64064264.23-P1P2",2.43574503036972,5.8462079269071,101.698759599576,6.46408398758147e-24,1.03154682251116e-21
"FAM105B","FAM105B","FAM105B_-_14664842.23-P1P2|FAM105B_+_14664857.23-P1P2",-2.53022100450041,5.98014984903328,101.68320787209,6.51503256322839e-24,1.03154682251116e-21
"BCL2L2-PABPN1","BCL2L2-PABPN1","BCL2L2-PABPN1_+_23776232.23-P1P2|BCL2L2-PABPN1_-_23776094.23-P1P2",2.08577601152174,6.02870851860229,98.0948583593633,3.98813031046926e-23,6.22029279767221e-21
"FXR2","FXR2","FXR2_+_7518141.23-P1P2|FXR2_-_7517992.23-P1P2",-2.58606141670594,6.79903800929322,97.0350103870955,6.81122532430265e-23,1.04672506822004e-20
"TECR","TECR","TECR_+_14640490.23-P1P2|TECR_-_14640440.23-P1P2",-3.75193695906226,5.43086831148315,95.6926814887687,1.34175548066618e-22,2.03207895260313e-20
"BAD","BAD","BAD_+_64052108.23-P1P2|BAD_+_64052144.23-P1P2",-2.26056824196523,6.97871528550503,93.7402566568895,3.59768756873108e-22,5.37083358474854e-20
"MAP3K12","MAP3K12","MAP3K12_-_53893243.23-P1P2|MAP3K12_-_53893214.23-P1P2",-2.44615621638135,6.01316441564087,93.3390827302231,4.40605218854442e-22,6.48496413666045e-20
"SEC31A","SEC31A","SEC31A_+_83811877.23-P1|SEC31A_+_83812336.23-P1",-2.27048855222109,6.44442655623481,92.5044482460312,6.71736245491631e-22,9.74950522970492e-20
"NAA25","NAA25","NAA25_+_112546552.23-P1P2|NAA25_-_112546549.23-P1P2",2.43189727188511,6.03551670173476,92.1281130157744,8.12429987313184e-22,1.16299909142778e-19
"HK1","HK1","HK1_-_71075601.23-P2|HK1_-_71075613.23-P2",-2.38252729285724,6.02737788165321,91.3591196562579,1.19826587528003e-21,1.68924299404856e-19
"CLOCK","CLOCK","CLOCK_-_56412950.23-P1P2|CLOCK_-_56412965.23-P1P2",-1.99201178088478,6.1325906370194,91.3359557052763,1.21237535458031e-21,1.68924299404856e-19
"GCN1L1","GCN1L1","GCN1L1_+_120632476.23-P1P2|GCN1L1_+_120632452.23-P1P2",2.01842860526619,7.97964780787689,90.3550672691207,1.99035232820192e-21,2.73673445127765e-19
"PATZ1.1","PATZ1","PATZ1_-_31741970.23-P1|PATZ1_-_31742319.23-P1",-2.31181862611755,6.1861533807559,90.2194170735305,2.13159856347707e-21,2.87653111925952e-19
"EFNA3","EFNA3","EFNA3_-_155051392.23-P2|EFNA3_-_155051337.23-P2",-2.16574900631201,6.22950639651456,90.2051030993081,2.1470758593516e-21,2.87653111925952e-19
"KDM3B","KDM3B","KDM3B_-_137688400.23-P1P2|KDM3B_-_137688434.23-P1P2",2.12124488211532,6.53076866302092,90.029622605015,2.34620756453256e-21,3.10352772776775e-19
"TELO2","TELO2","TELO2_-_1543415.23-P1P2|TELO2_-_1543611.23-P1P2",3.31813755271431,5.54333818158312,89.8215855679134,2.60635073323517e-21,3.40454564528844e-19
"DUSP3","DUSP3","DUSP3_-_41856293.23-P1P2|DUSP3_-_41856343.23-P1P2",-2.65722472486739,5.61362717546255,89.4996832986517,3.0668756242695e-21,3.95664818192793e-19
"TBX1","TBX1","TBX1_+_19748234.23-P1P2|TBX1_-_19748305.23-P1P2",3.05687496253016,5.57872334900953,88.4119263452908,5.31493930667629e-21,6.77330679936185e-19
"NPRL3","NPRL3","NPRL3_-_188187.23-P1P2|NPRL3_+_188635.23-P1P2",-3.82820438672609,5.4870385239215,87.4069766543858,8.83383392703488e-21,1.11221162093391e-18
"THAP11","THAP11","THAP11_+_67876226.23-P1P2|THAP11_-_67876223.23-P1P2",1.93712468989438,6.03492859276965,87.267830499089,9.47769852490685e-21,1.17907082839615e-18
"PLOD3","PLOD3","PLOD3_+_100860355.23-P1P2|PLOD3_-_100860829.23-P1P2",-2.70780312241881,5.95386924149255,87.1236820279824,1.01942554980387e-20,1.25329376417064e-18
"C17orf72","C17orf72","C17orf72_-_62076003.23-P1P2|C17orf72_-_62075784.23-P1P2",-3.12198159773423,5.54762410916142,87.0003550440498,1.08501698075851e-20,1.3184217963868e-18
"C10orf76","C10orf76","C10orf76_-_103815932.23-P1P2|C10orf76_+_103815854.23-P1P2",-3.56818994368527,5.75904752409993,86.2591923523801,1.57832043888284e-20,1.89579868808341e-18
"UROD","UROD","UROD_-_45477940.23-P1P2|UROD_-_45477955.23-P1P2",-2.63627403038336,5.85350806386505,86.0696585596637,1.73707704364626e-20,2.06277898932994e-18
"HDAC2","HDAC2","HDAC2_-_114292382.23-P1P2|HDAC2_-_114292259.23-P1P2",2.60215413991859,6.26919246790517,85.3843192381651,2.45661037334029e-20,2.87753095705054e-18
"ECEL1","ECEL1","ECEL1_+_233351222.23-P1P2|ECEL1_+_233351211.23-P1P2",-1.8861556969984,8.39054517817524,85.3669724848681,2.4782563266464e-20,2.87753095705054e-18
"LETM2","LETM2","LETM2_+_38244414.23-P1|LETM2_-_38244092.23-P1",2.16193951481654,6.6884143083734,85.2235154846203,2.66473871569706e-20,3.06005709659717e-18
"CABP7","CABP7","CABP7_-_30116226.23-P1P2|CABP7_-_30116046.23-P1P2",-2.54597211461104,6.4378047749594,83.9176833472601,5.1581085648833e-20,5.81590824134174e-18
"MBTPS2","MBTPS2","MBTPS2_-_21857794.23-P1P2|MBTPS2_-_21857766.23-P1P2",-2.41762157257209,5.85039420777619,83.891188212237,5.22770231859386e-20,5.81590824134174e-18
"INSM1","INSM1","INSM1_-_20348778.23-P1P2|INSM1_+_20348784.23-P1P2",2.01126275672096,6.24039773800749,83.889739453318,5.23153468599161e-20,5.81590824134174e-18
"IGFBP4","IGFBP4","IGFBP4_+_38599898.23-P1P2|IGFBP4_+_38599993.23-P1P2",-2.13447660681952,6.87333819363611,82.4026127806097,1.11006966475043e-19,1.22107663122547e-17
"MBD3","MBD3","MBD3_+_1592727.23-P1P2|MBD3_-_1592314.23-P1P2",-2.57487579060509,5.72157467516994,81.6968807512338,1.58643679163831e-19,1.71633354990291e-17
"GYLTL1B","GYLTL1B","GYLTL1B_+_45944212.23-P1P2|GYLTL1B_+_45944227.23-P1P2",2.14890883356709,6.7125235037185,81.6885330230865,1.59315171617782e-19,1.71633354990291e-17
"UFC1","UFC1","UFC1_+_161123759.23-P1P2|UFC1_-_161124076.23-P1P2",-1.97525423676721,6.04708311418721,81.1953889192074,2.04468501213724e-19,2.18030187518716e-17
"MTHFD1L","MTHFD1L","MTHFD1L_+_151186878.23-P1P2|MTHFD1L_+_151187029.23-P1P2",-2.12170062364394,6.14218990067565,80.9619887000621,2.30101357149519e-19,2.42884765880048e-17
"RALGDS.1","RALGDS","RALGDS_+_135996619.23-P1|RALGDS_+_135996428.23-P1",-2.11357311489208,6.28905112849485,80.6158398735404,2.74153068236155e-19,2.86489956306781e-17
"RIPPLY2","RIPPLY2","RIPPLY2_+_84563380.23-P1P2|RIPPLY2_-_84563364.23-P1P2",-1.9687738556895,6.07650967203875,80.4394089103427,2.99756922266588e-19,3.10144538384737e-17
"FAM20C","FAM20C","FAM20C_+_192647.23-P1P2|FAM20C_-_192603.23-P1P2",1.89114026989481,6.05668885656832,79.4514029676008,4.94233691944785e-19,5.06347262825785e-17
"HNRNPA3","HNRNPA3","HNRNPA3_+_178077583.23-P1P2|HNRNPA3_+_178077751.23-P1P2",2.97927003987655,6.78477311847497,78.5937797380638,7.62892550798131e-19,7.74002636489366e-17
"SUPT20H","SUPT20H","SUPT20H_-_37633730.23-P1P2|SUPT20H_+_37633798.23-P1P2",2.04376829057509,6.96976351322159,78.3859966448347,8.47508283997716e-19,8.51582843055397e-17
"ZER1","ZER1","ZER1_+_131534142.23-P1P2|ZER1_-_131534162.23-P1P2",-3.62202177252209,5.50275675313812,78.3204880910686,8.76084788845217e-19,8.71912956517382e-17
"MYRF.1","MYRF","MYRF_+_61520122.23-P1|MYRF_+_61520354.23-P1",-2.08940283944987,5.88970768161383,78.0401591130904,1.00966818372486e-18,9.95380426407996e-17
"NAA20","NAA20","NAA20_-_19998023.23-P1P2|NAA20_-_19998029.23-P1P2",1.98073765064648,5.92572592221103,77.7187185823044,1.18810052740558e-18,1.16034116928863e-16
"HIC2","HIC2","HIC2_-_21771720.23-P1|HIC2_-_21771708.23-P1",1.8764950106373,8.17808068051183,77.6632033177896,1.22196729314062e-18,1.18236650123328e-16
"MARCKS","MARCKS","MARCKS_+_114178796.23-P1P2|MARCKS_+_114178793.23-P1P2",-2.13322477357329,5.88589063998635,77.1858998624251,1.55600445776958e-18,1.49176574162313e-16
"RBM5","RBM5","RBM5_-_50126576.23-P1P2|RBM5_-_50126593.23-P1P2",-2.22243621557973,5.78920502512075,76.9198526620657,1.78038411180477e-18,1.69136490621453e-16
"ZFAT","ZFAT","ZFAT_-_135725256.23-P1|ZFAT_-_135725268.23-P1",-2.72399794045929,5.62711517330671,76.5381763812129,2.15996816075401e-18,2.03348353872787e-16
"LEO1","LEO1","LEO1_+_52263963.23-P1P2|LEO1_+_52263938.23-P1P2",3.11510702731819,5.66028179891032,76.363389806841,2.35985878946235e-18,2.20183253123943e-16
"negative_control.257","negative_control","non-targeting_02760|non-targeting_00683",1.84933395499829,6.33678360752433,75.4209248977013,3.80337853602916e-18,3.51728369039865e-16
"MED15","MED15","MED15_-_20861942.23-P1|MED15_-_20861917.23-P1",2.37056459774757,5.74484247263541,74.9131935899625,4.9187201760503e-18,4.50882682804611e-16
"CSMD1","CSMD1","CSMD1_+_4852109.23-P1P2|CSMD1_-_4852476.23-P1P2",-2.20429312114578,5.9598367997984,74.809409478892,5.18420348440797e-18,4.71086316626637e-16
"MAST1.1","MAST1","MAST1_+_12949344.23-P1|MAST1_+_12949376.23-P1",-3.98135708479189,5.51336830463558,74.7547611381821,5.32970872709128e-18,4.80133243087102e-16
"COG4","COG4","COG4_+_70557377.23-P1P2|COG4_+_70557397.23-P1P2",-4.36423237439375,5.26734966257601,74.6569370068264,5.6004498507457e-18,5.002111191478e-16
"CARM1","CARM1","CARM1_-_10982244.23-P1P2|CARM1_+_10982740.23-P1P2",-1.94798853234645,6.59217369057616,74.2814787443038,6.77360470845744e-18,5.99865840706613e-16
"RAD9B","RAD9B","RAD9B_+_110939852.23-P1P2|RAD9B_+_110939846.23-P1P2",-1.88686446702503,6.0406191884108,74.2139287963943,7.0093976279224e-18,6.15531136233522e-16
"ACSM5","ACSM5","ACSM5_-_20421144.23-P1P2|ACSM5_-_20420881.23-P1P2",1.86343255996748,6.14458956373442,74.0275460565304,7.70345237703862e-18,6.70842311167113e-16
"RABL6","RABL6","RABL6_+_139702517.23-P1P2|RABL6_-_139702407.23-P1P2",-2.00970465525032,7.01029763486012,73.8353537254963,8.4912104218338e-18,7.33331809158374e-16
"CLDND1","CLDND1","CLDND1_+_98241742.23-P1P2|CLDND1_+_98241545.23-P1P2",1.80046519074573,6.29961044291126,72.8898110913836,1.37094104293709e-17,1.17428966382726e-15
"SUMO2","SUMO2","SUMO2_+_73178795.23-P1P2|SUMO2_-_73178625.23-P1P2",2.66685084469472,5.84787039487139,72.7035743493234,1.50660982543627e-17,1.28000590860236e-15
"SETD5","SETD5","SETD5_-_9439569.23-P1P2|SETD5_+_9439604.23-P1P2",-2.03040212388408,6.59713977140209,72.0652647568462,2.08196423457451e-17,1.75455856865352e-15
"KIAA0100","KIAA0100","KIAA0100_+_26972106.23-P1P2|KIAA0100_+_26971983.23-P1P2",-2.92610370456638,5.67962341604379,71.6320398473077,2.59311662963762e-17,2.16784550237705e-15
"PIK3R3","PIK3R3","PIK3R3_+_46598268.23-P1P2|PIK3R3_+_46598278.23-P1P2",-2.52369128817048,5.88281742330645,71.5089896601663,2.75997804061135e-17,2.28902940669751e-15
"SYNC","SYNC","SYNC_+_33168356.23-P1P2|SYNC_+_33168305.23-P1P2",-2.16561344172548,6.52929951477865,71.4720971576885,2.81206823277738e-17,2.31386716791525e-15
"TRIM33","TRIM33","TRIM33_-_115053588.23-P1P2|TRIM33_-_115053795.23-P1P2",1.83642237132362,6.15682938265656,71.1677558027967,3.28106652854004e-17,2.67868322056589e-15
"ZCRB1","ZCRB1","ZCRB1_+_42719871.23-P1P2|ZCRB1_-_42719876.23-P1P2",-3.05124451967514,5.6414629103941,71.1475385251675,3.31486033393886e-17,2.68529383640783e-15
"NUBP2","NUBP2","NUBP2_-_1833059.23-P1P2|NUBP2_-_1832989.23-P1P2",-2.69302831399036,5.61352263291292,71.0894714429519,3.41386993579667e-17,2.74422621762117e-15
"GMPR2","GMPR2","GMPR2_-_24702203.23-P1P2|GMPR2_+_24702140.23-P1P2",-1.97187487679528,6.22819298255184,71.0442768009804,3.49297372302493e-17,2.786379801955e-15
"UBE3C","UBE3C","UBE3C_-_156932395.23-P1P2|UBE3C_-_156931660.23-P1P2",-6.1310814455764,6.59181185685716,70.4277732495203,4.77430165239534e-17,3.77965547481298e-15
"PARD3B","PARD3B","PARD3B_+_205410259.23-P1P2|PARD3B_+_205410304.23-P1P2",-2.48570767909479,5.55669646597613,69.8534032371543,6.38797909530332e-17,5.01912643202403e-15
"KRT15.1","KRT15","KRT15_-_39678566.23-P2|KRT15_+_39677799.23-P2",-2.20225208055998,5.97140666692621,69.7367551626542,6.77714045610285e-17,5.2802515764753e-15
"UGT8","UGT8","UGT8_-_115519933.23-P1P2|UGT8_+_115520206.23-P1P2",-1.87255612996141,6.05828487111094,69.723921870133,6.82137763468101e-17,5.2802515764753e-15
"CASP6","CASP6","CASP6_-_110624530.23-P1P2|CASP6_-_110624289.23-P1P2",-2.09216989331835,5.77328926507187,69.2068145969516,8.86611741972641e-17,6.81256816442213e-15
"OXCT1","OXCT1","OXCT1_-_41870442.23-P1P2|OXCT1_+_41870453.23-P1P2",-2.39215241823967,5.75737298838729,68.3258964356493,1.38588950590852e-16,1.05712009757256e-14
"RBPJL","RBPJL","RBPJL_-_43935529.23-P1P2|RBPJL_-_43935577.23-P1P2",-2.25280810737782,5.68083569079947,68.2059641223167,1.47279612919393e-16,1.11526953261425e-14
"CLDN8","CLDN8","CLDN8_+_31587998.23-P1P2|CLDN8_-_31588365.23-P1P2",4.53838173674608,4.77829972453041,67.9117515687064,1.70979103636914e-16,1.28541844101133e-14
"DOCK6","DOCK6","DOCK6_-_11372730.23-P1P2|DOCK6_+_11372682.23-P1P2",-3.40205851879198,5.46897569820989,67.3866209812913,2.23158181914029e-16,1.66571642928686e-14
"LRRC56","LRRC56","LRRC56_-_537552.23-P1P2|LRRC56_-_537565.23-P1P2",-1.81980855619474,5.92371455751929,64.8714395764559,7.99474759493991e-16,5.92518527426398e-14
"P2RY4","P2RY4","P2RY4_+_69480013.23-P1P2|P2RY4_+_69479876.23-P1P2",-1.92421243099678,6.20006218487858,64.3817559015823,1.02502911407746e-15,7.54334805782354e-14
"SLC51A","SLC51A","SLC51A_-_195943437.23-P1P2|SLC51A_+_195943536.23-P1P2",-1.84869830083052,6.10576735005082,64.2883940088848,1.07476988026274e-15,7.85408758653543e-14
"RGP1","RGP1","RGP1_-_35749355.23-P1P2|RGP1_-_35749376.23-P1P2",-1.91195080273693,5.85156779985862,63.8161615403889,1.36588436311485e-15,9.91214694065984e-14
"PHOX2A","PHOX2A","PHOX2A_+_71955165.23-P1P2|PHOX2A_-_71955151.23-P1P2",2.06314730459273,5.80018484550059,63.3979732848719,1.68891693892513e-15,1.2171849663288e-13
