sgRNA	Gene	Low_1	Low_2	Low_3	High_1	High_2	High_3
HRH3_+_60795291.23-P1P2|HRH3_+_60795285.23-P1P2	HRH3	5564	3488	4242	4367	4541	4169
HIST1H1E_-_26157047.23-P1P2|HIST1H1E_+_26156610.23-P1P2	HIST1H1E	4110	5686	4227	4080	2853	3739
NRROS_-_196366691.23-P1P2|NRROS_-_196366676.23-P1P2	NRROS	3267	2386	3905	3018	1656	3325
BCKDK_+_31119819.23-P1P2|BCKDK_-_31119715.23-P1P2	BCKDK	7922	6767	8525	5073	7193	8196
TCP10_+_167796254.23-P1P2|TCP10_-_167796262.23-P1P2	TCP10	6289	5219	5695	4259	4365	5248
PVRIG_+_99817591.23-P1P2|PVRIG_+_99817633.23-P1P2	PVRIG	3738	1732	2597	2912	2877	3065
HES4_+_935446.23-P1P2|HES4_-_935457.23-P1P2	HES4	2190	5224	3929	4801	2168	4577
NQO1_-_69760452.23-P1|NQO1_+_69760444.23-P1	NQO1	5668	4858	5441	2435	4640	4740
OLFML2B_-_161993616.23-P1P2|OLFML2B_-_161993466.23-P1P2	OLFML2B	5277	7418	5302	5592	3637	6612
MAP4K3_-_39664420.23-P1P2|MAP4K3_+_39663914.23-P1P2	MAP4K3	3307	2072	4240	3730	2165	4001
FILIP1_+_76203482.23-P1P2|FILIP1_-_76203452.23-P1P2	FILIP1	6102	5315	6385	3736	3801	4246
NUPR1_+_28550263.23-P1P2|NUPR1_+_28550306.23-P1P2	NUPR1	5174	3539	7380	3941	2785	3389
FAM160B1_+_116581575.23-P1P2|FAM160B1_-_116581945.23-P1P2	FAM160B1	3208	3170	2898	3782	2535	3128
SPATA2_+_48531987.23-P1P2|SPATA2_-_48531996.23-P1P2	SPATA2	10760	11371	12098	8988	10694	10434
SCLT1_-_130014602.23-P1P2|SCLT1_-_130014633.23-P1P2	SCLT1	6483	5866	6704	5259	7275	3902
MYOM2_-_1993223.23-P1P2|MYOM2_-_1993220.23-P1P2	MYOM2	5697	5144	6514	4633	6113	8681
FN1_+_216300745.23-P1P2|FN1_+_216300728.23-P1P2	FN1	5373	3499	6718	3418	5567	4932
ASF1B_+_14247360.23-P1P2|ASF1B_-_14247349.23-P1P2	ASF1B	6728	7159	8513	8791	6068	9013
SGTA_+_2783218.23-P1P2|SGTA_+_2783252.23-P1P2	SGTA	3172	3833	2957	1774	3780	3293
ZNF552_+_58326202.23-P1P2|ZNF552_+_58326222.23-P1P2	ZNF552	10652	6883	8398	9105	8875	8199
PSME1_+_24605428.23-P1P2|PSME1_+_24605434.23-P1P2	PSME1	3602	4719	3219	5238	2808	6690
KCTD13_+_29937504.23-P1P2|KCTD13_+_29937474.23-P1P2	KCTD13	5797	4422	7068	4991	4546	4542
NNT_+_43603290.23-P1P2|NNT_+_43603323.23-P1P2	NNT	2486	1297	2647	1950	2638	2833
SAT2_+_7531123.23-P1P2|SAT2_-_7531134.23-P1P2	SAT2	2718	3124	3448	3899	3907	3461
C4BPB_-_207262276.23-P1P2|C4BPB_-_207262233.23-P1P2	C4BPB	6618	4346	8118	3914	4375	4804
CLUH_+_2614998.23-P1P2|CLUH_+_2614643.23-P1P2	CLUH	6493	4641	8128	5694	7247	6639
TRIM3_+_6495151.23-P1P2|TRIM3_-_6495072.23-P1P2	TRIM3	4067	4382	4247	4451	2169	4181
RNF148_+_122342808.23-P1P2|RNF148_+_122342924.23-P1P2	RNF148	1643	1235	2248	755	1085	1190
PCDH12_-_141337741.23-P1P2|PCDH12_-_141337714.23-P1P2	PCDH12	5855	3188	7567	3157	3979	3736
XYLT2_-_48423536.23-P1P2|XYLT2_-_48423549.23-P1P2	XYLT2	3291	3064	3445	2292	1685	2518
PCDHB8_+_140557364.23-ENST00000239444.2|PCDHB8_-_140557372.23-ENST00000239444.2	PCDHB8	3715	588	3113	1308	1866	1644
AXL_-_41725322.23-P1P2|AXL_-_41725592.23-P1P2	AXL	7931	3809	7503	1656	6211	5505
TBC1D25_-_48398104.23-P1P2|TBC1D25_-_48398139.23-P1P2	TBC1D25	3559	1116	4603	2431	3964	2797
GPR111_+_47624235.23-P1P2|GPR111_+_47624270.23-P1P2	GPR111	3186	3290	4572	2885	2307	1930
GTF3C6_-_111280005.23-P1P2|GTF3C6_-_111279959.23-P1P2	GTF3C6	5248	5261	6347	6376	3160	5598
R3HCC1L_+_99894662.23-P1P2|R3HCC1L_+_99894460.23-P1P2	R3HCC1L	3949	3741	3504	3625	4127	3968
VTI1A_+_114207005.23-P1P2|VTI1A_-_114207032.23-P1P2	VTI1A	2389	1664	2275	686	2790	2652
KCTD2_-_73043375.23-P1P2|KCTD2_-_73043378.23-P1P2	KCTD2	3006	2564	3205	2788	3324	2911
PRSS50_-_46759320.23-P2|PRSS50_-_46759323.23-P2	PRSS50	1396	2161	1828	2607	992	2681
MBLAC1_-_99724616.23-P1P2|MBLAC1_-_99724605.23-P1P2	MBLAC1	6269	6041	5607	5384	5468	6614
TGFBRAP1_+_105946178.23-P1P2|TGFBRAP1_+_105945934.23-P1P2	TGFBRAP1	6023	4357	6085	4477	4719	5484
non-targeting_02209|non-targeting_02240	negative_control	4403	3617	6858	3351	5138	4714
non-targeting_03444|non-targeting_02117	negative_control	5362	3854	3233	3290	5664	6319
FLRT3_+_14318212.23-P1P2|FLRT3_+_14318159.23-P1P2	FLRT3	2115	3679	3163	2543	2983	4273
FDXACB1_-_111749656.23-P1P2|FDXACB1_-_111749851.23-P1P2	FDXACB1	11997	9381	13741	7462	9462	179
TTC34_+_2718192.23-ENST00000401094.6|TTC34_+_2717884.23-ENST00000401094.6	TTC34	3711	3463	3502	2117	2770	2803
AFAP1L1_+_148651466.23-P1P2|AFAP1L1_-_148651676.23-P1P2	AFAP1L1	7454	5209	7141	6732	7833	6474
DSG2_-_29078217.23-P1P2|DSG2_+_29078225.23-P1P2	DSG2	11045	11564	14157	12501	10347	9815
IL36RN_+_113816866.23-P1P2|IL36RN_-_113817006.23-P1P2	IL36RN	3718	3170	7258	2880	5253	4071
LRRIQ3_+_74663810.23-P1P2|LRRIQ3_-_74663852.23-P1P2	LRRIQ3	2807	3677	2657	2315	2793	2358
MAB21L2_-_151503160.23-P1P2|MAB21L2_-_151503204.23-P1P2	MAB21L2	6609	8698	8329	7993	6209	7474
PPFIA3_-_49622853.23-P2|PPFIA3_+_49623064.23-P2	PPFIA3	5345	4318	5797	3010	5594	3799
ZFHX2_+_24020931.23-P1|ZFHX2_+_24020925.23-P1	ZFHX2	5211	6502	7068	5743	4666	7891
LRIG1_+_66551437.23-P1P2|LRIG1_-_66551388.23-P1P2	LRIG1	5623	3961	5973	4040	4187	5612
OR9A4_-_141618663.23-ENST00000548136.1|OR9A4_+_141618961.23-ENST00000548136.1	OR9A4	2924	1286	2693	2864	3296	2404
DENND6B_-_50765123.23-P1P2|DENND6B_-_50765421.23-P1P2	DENND6B	5693	1264	9450	1472	5611	1501
GOLGA6L2_-_23692160.23-P1P2|GOLGA6L2_-_23692009.23-P1P2	GOLGA6L2	5812	5868	8300	4470	5059	7638
KRTAP21-2_+_32119485.23-P1P2|KRTAP21-2_-_32119557.23-P1P2	KRTAP21-2	4665	2880	3058	3155	3650	3345
ACSM5_-_20421144.23-P1P2|ACSM5_-_20420881.23-P1P2	ACSM5	9432	2819	10678	1591	9773	3357
PSMB10_-_67970697.23-P1P2|PSMB10_-_67970711.23-P1P2	PSMB10	6079	3349	6395	5755	4992	3900
ST13_-_41252574.23-P1P2|ST13_+_41252404.23-P1P2	ST13	5160	7107	4895	4960	3649	7890
CALCOCO2_+_46908402.23-P1|CALCOCO2_+_46908418.23-P1	CALCOCO2	8236	5182	7102	5596	5799	6145
FLOT1_+_30710492.23-P1P2|FLOT1_+_30710445.23-P1P2	FLOT1	3763	3167	4324	4164	3759	4096
KDM3B_-_137688400.23-P1P2|KDM3B_-_137688434.23-P1P2	KDM3B	14349	2774	16178	2702	10805	3001
ADARB1_-_46494561.23-P1P2|ADARB1_+_46494897.23-P1P2	ADARB1	10582	9482	14168	10195	9903	10432
LIN28A_+_26737302.23-P1P2|LIN28A_+_26737760.23-P1P2	LIN28A	9121	4983	11001	3114	6763	5691
ENPP3_-_131949650.23-P2|ENPP3_+_131949571.23-P2	ENPP3	3330	3115	5020	1706	4084	4795
RNF128_-_105969959.23-P1P2|RNF128_+_105969998.23-P1P2	RNF128	7658	5676	14415	7533	6572	6649
GLCE_+_69452969.23-P1P2|GLCE_+_69452985.23-P1P2	GLCE	6034	4533	6609	2147	5077	3767
C8orf76_+_124253557.23-P1P2|C8orf76_+_124253574.23-P1P2	C8orf76	5804	3966	5548	2353	4443	3838
non-targeting_01164|non-targeting_02895	negative_control	3979	3673	5492	4943	2569	5666
"DACH2_+_85403702.23-ENST00000373125.4,ENST00000373131.1|DACH2_-_85403508.23-ENST00000373125.4,ENST00000373131.1"	DACH2	2066	1798	2830	2162	1623	1854
EAPP_-_35008838.23-P1P2|EAPP_-_35008701.23-P1P2	EAPP	1623	1881	927	1337	2162	2668
OTOS_+_241080020.23-P1P2|OTOS_-_241079707.23-P1P2	OTOS	3472	3135	4966	2585	2472	3194
GJB1_+_70443138.23-P2|GJB1_-_70443146.23-P2	GJB1	2976	5323	4288	4198	4462	4879
ZBTB49_-_4292051.23-P1P2|ZBTB49_-_4292027.23-P1P2	ZBTB49	7633	5729	7604	6172	6274	9235
SLC41A3_-_125802956.23-P1P2|SLC41A3_+_125802913.23-P1P2	SLC41A3	5933	6968	5841	5152	5334	6592
GTF3C4_+_135545609.23-P1P2|GTF3C4_-_135545497.23-P1P2	GTF3C4	4201	4982	5122	4245	5216	5055
NAA30_-_57857335.23-P1P2|NAA30_-_57857341.23-P1P2	NAA30	3835	4590	3393	5287	3006	4484
RAP1A_-_112162494.23-P1P2|RAP1A_-_112162491.23-P1P2	RAP1A	5158	3622	3269	2599	3539	4057
non-targeting_03237|non-targeting_02700	negative_control	3783	3099	4506	2751	2578	2886
TDG_+_104359678.23-P1P2|TDG_-_104359661.23-P1P2	TDG	4358	6109	4164	6214	4709	6978
MSH2_-_47630333.23-P1P2|MSH2_-_47630319.23-P1P2	MSH2	3226	2481	2800	2237	3565	2748
NTNG1_+_107683807.23-P2|NTNG1_-_107683855.23-P2	NTNG1	3946	2615	5192	4145	3096	2589
HTRA3_+_8271534.23-P1P2|HTRA3_+_8271537.23-P1P2	HTRA3	4221	2644	4848	2503	3817	4651
NUDT6_+_123843721.23-P1P2|NUDT6_+_123843734.23-P1P2	NUDT6	5248	7053	6861	5414	5081	6577
KLHL35_-_75141183.23-P1P2|KLHL35_-_75140941.23-P1P2	KLHL35	7811	7819	9334	6915	5853	6653
RAPGEF5_+_22396735.23-ENST00000344041.6|RAPGEF5_+_22396680.23-ENST00000344041.6	RAPGEF5	15772	14974	21248	14430	16217	18297
ZNF860_+_32023248.23-P1P2|ZNF860_-_32023318.23-P1P2	ZNF860	3459	2661	2756	1261	2864	2577
ELOVL7_+_60140075.23-P1P2|ELOVL7_+_60139915.23-P1P2	ELOVL7	5729	5080	5794	5115	3632	5686
CDRT1_+_15522454.23-ENST00000395906.3|CDRT1_+_15522426.23-ENST00000395906.3	CDRT1	4122	4035	3657	1637	4622	3224
ABHD12_+_25371393.23-P1P2|ABHD12_+_25371436.23-P1P2	ABHD12	4737	4928	7057	2881	5979	6194
SPATS2L_-_201171446.23-P1P2|SPATS2L_-_201171431.23-P1P2	SPATS2L	6210	5254	6251	5336	5763	7290
LOC100652758_-_151150952.23-P1P2|LOC100652758_-_151150979.23-P1P2	LOC100652758	5649	7369	6199	6062	6112	8094
NOX1_+_100129266.23-P1P2|NOX1_+_100129261.23-P1P2	NOX1	1981	2065	3075	2326	1870	1545
non-targeting_00718|non-targeting_01902	negative_control	2559	2989	4237	1362	1811	4128
ALOX15_-_4544920.23-P1P2|ALOX15_+_4544912.23-P1P2	ALOX15	8530	3472	10603	5429	6178	4189
UBE2M_-_59070250.23-P1P2|UBE2M_+_59070110.23-P1P2	UBE2M	6901	4830	7033	6489	7601	7204
TGFA_+_70780937.23-P1P2|TGFA_-_70780893.23-P1P2	TGFA	4457	3989	3759	3304	3587	4452
ASCL2_-_2292271.23-P1P2|ASCL2_-_2292240.23-P1P2	ASCL2	6647	3988	6375	6159	4416	4880
PROCA1_-_27038264.23-P1P2|PROCA1_+_27038284.23-P1P2	PROCA1	6395	5319	4463	4378	5962	5138
GATC_+_120884309.23-P1P2|GATC_-_120884303.23-P1P2	GATC	5358	4106	7423	3354	4938	3405
E2F3_+_20402178.23-P1|E2F3_+_20402137.23-P1	E2F3	3936	4002	3491	3023	2274	4156
WRAP53_-_7591780.23-P1P2|WRAP53_+_7591817.23-P1P2	WRAP53	5655	8166	7032	7554	4730	7878
LOC643037_-_94245692.23-P1P2|LOC643037_-_94245879.23-P1P2	LOC643037	7796	6004	8118	5299	6984	6186
SVIP_+_22851313.23-P1P2|SVIP_+_22851369.23-P1P2	SVIP	625	2344	672	2721	405	2198
SLC9A3R1_-_72744828.23-P1P2|SLC9A3R1_-_72744818.23-P1P2	SLC9A3R1	5228	4455	6584	7517	3374	6499
TRIM24_-_138145308.23-P1P2|TRIM24_+_138145572.23-P1P2	TRIM24	8233	802	11722	912	9645	1280
WBP2NL_-_42394859.23-P1P2|WBP2NL_-_42394825.23-P1P2	WBP2NL	6865	4728	5025	3798	4694	6864
KIFC3_+_57836342.23-P1P2|KIFC3_-_57836294.23-P1P2	KIFC3	5680	4555	7420	4373	6423	6353
BTNL9_-_180480107.23-P2|BTNL9_+_180480090.23-P2	BTNL9	1827	1895	2204	858	883	1951
CTBP1_+_1242862.23-P1P2|CTBP1_-_1242709.23-P1P2	CTBP1	7245	8878	7146	9979	5137	9922
USP13_+_179370918.23-P1P2|USP13_+_179370884.23-P1P2	USP13	13202	16465	15850	13104	14258	18491
PRPH2_-_42690343.23-P1P2|PRPH2_-_42690144.23-P1P2	PRPH2	4288	3138	5838	3666	2273	2180
HDAC9_-_18548964.23-P2|HDAC9_+_18549027.23-P2	HDAC9	2977	2195	3292	1049	3379	2937
LIN7C_+_27528261.23-P1P2|LIN7C_-_27528130.23-P1P2	LIN7C	3493	4675	2760	3045	3583	5218
non-targeting_01603|non-targeting_01563	negative_control	4422	4092	3796	3597	2643	4380
RAET1G_+_150243827.23-P1P2|RAET1G_+_150243822.23-P1P2	RAET1G	3104	3974	3519	3610	4126	5168
C1QBP_-_5342366.23-P1P2|C1QBP_-_5342105.23-P1P2	C1QBP	2905	1277	2546	3583	1818	2567
non-targeting_01855|non-targeting_02924	negative_control	3432	3376	1585	3275	1509	2539
CHRNA2_-_27336701.23-P1P2|CHRNA2_-_27336543.23-P1P2	CHRNA2	4322	4635	6067	4615	5048	3447
LRRC32_+_76381743.23-P1P2|LRRC32_+_76381576.23-P1P2	LRRC32	5243	4032	5944	4537	5233	5703
TNN_-_175037010.23-P1P2|TNN_-_175037052.23-P1P2	TNN	3533	2062	3431	1696	2650	3368
non-targeting_00736|non-targeting_02197	negative_control	6073	3955	7238	5838	3707	6477
TTC19_+_15903291.23-P1P2|TTC19_-_15903158.23-P1P2	TTC19	6995	5293	8286	7352	4570	7565
T_+_166581924.23-P1P2|T_-_166582103.23-P1P2	T	8381	9582	12876	9263	8769	10510
LRRC55_+_56949490.23-P1P2|LRRC55_-_56949461.23-P1P2	LRRC55	4755	4999	6516	4843	4511	5484
ST6GALNAC1_-_74639746.23-P1P2|ST6GALNAC1_-_74639742.23-P1P2	ST6GALNAC1	1951	1627	1746	1625	995	1927
EDARADD_+_236557727.23-P1|EDARADD_+_236557699.23-P1	EDARADD	2931	1250	2279	2064	1553	1766
SPRR1B_+_153005108.23-P2|SPRR1B_-_153005025.23-P2	SPRR1B	3742	2347	3656	2264	2945	3908
OR4D6_+_59224474.23-ENST00000300127.2|OR4D6_-_59224436.23-ENST00000300127.2	OR4D6	3707	4144	2893	3604	3937	3099
NMUR1_-_232395145.23-P1P2|NMUR1_-_232395130.23-P1P2	NMUR1	3241	5805	3449	4625	2170	6934
TROAP_-_49717081.23-P1P2|TROAP_-_49717096.23-P1P2	TROAP	7054	5723	8713	6356	5387	5289
"MUC12_+_100613296.23-ENST00000379442.3,ENST00000536621.1|MUC12_-_100613267.23-ENST00000379442.3,ENST00000536621.1"	MUC12	677	2088	1336	2219	1167	2577
LAMP3_-_182880448.23-P1P2|LAMP3_-_182880501.23-P1P2	LAMP3	7128	6126	5938	4382	6580	5186
FGD3_-_95726643.23-P1P2|FGD3_-_95726785.23-P1P2	FGD3	7692	5802	8315	5584	8099	7394
DEFB134_-_11853790.23-P1P2|DEFB134_-_11853783.23-P1P2	DEFB134	2801	1894	3176	2722	2835	2759
TMEM50B_-_34852137.23-P1P2|TMEM50B_+_34852204.23-P1P2	TMEM50B	9584	3170	13504	3662	8417	8531
CSRP3_+_19223503.23-P1P2|CSRP3_+_19223492.23-P1P2	CSRP3	4435	6464	7134	4895	3919	5409
AGTR1_-_148415748.23-P1P2|AGTR1_-_148415793.23-P1P2	AGTR1	6068	4647	7101	4443	4940	5289
APLF_-_68694726.23-P1P2|APLF_+_68694742.23-P1P2	APLF	4816	5078	7517	3961	3750	5286
C1orf109_+_38157864.23-P2|C1orf109_-_38157872.23-P2	C1orf109	7529	6699	8018	5001	5671	4424
OR2A2_-_143806682.23-ENST00000408979.2|OR2A2_+_143806634.23-ENST00000408979.2	OR2A2	4890	4762	4685	3836	4791	4557
ARNTL_+_13299385.23-P1P2|ARNTL_-_13299382.23-P1P2	ARNTL	6467	5565	8301	5343	5115	6551
GPR56_+_57662589.23-P1P2|GPR56_-_57662578.23-P1P2	GPR56	6250	5066	11367	6394	6223	5604
RSPRY1_+_57220283.23-P1P2|RSPRY1_-_57220254.23-P1P2	RSPRY1	2913	3446	3967	1226	1607	932
ASB11_-_15332626.23-P2|ASB11_-_15332629.23-P2	ASB11	5434	3204	6396	5097	5024	4917
N6AMT1_+_30257657.23-P1P2|N6AMT1_-_30257642.23-P1P2	N6AMT1	1467	4066	1236	3531	1123	4638
OR52R1_-_4825576.23-ENST00000356069.2|OR52R1_-_4825518.23-ENST00000356069.2	OR52R1	4803	3315	3107	3262	2690	2814
non-targeting_00792|non-targeting_02296	negative_control	7489	6882	6406	6508	8420	8022
RAPGEFL1_+_38333770.23-P1P2|RAPGEFL1_+_38333767.23-P1P2	RAPGEFL1	5163	5206	4624	5246	4005	3825
TEPP_-_58019124.23-P1P2|TEPP_-_58019094.23-P1P2	TEPP	5346	7304	4244	6899	4229	5811
NEK2_-_211848697.23-P1P2|NEK2_+_211848943.23-P1P2	NEK2	6922	2410	8363	3117	7777	2672
MMP14_+_23305876.23-P1P2|MMP14_+_23306065.23-P1P2	MMP14	4763	5334	5308	2286	6683	5494
non-targeting_02283|non-targeting_02290	negative_control	4628	6346	6660	5625	4543	5932
TAAR2_+_132945525.23-P1P2|TAAR2_+_132945513.23-P1P2	TAAR2	5072	4941	5946	4222	5315	5065
OR6K6_-_158724713.23-ENST00000368144.2|OR6K6_-_158724759.23-ENST00000368144.2	OR6K6	5501	5443	8227	6186	5118	6392
MARCH3_+_126366199.23-P1P2|MARCH3_-_126366253.23-P1P2	3-Mar	324	1171	287	441	278	173
IL12RB2_-_67773583.23-P1P2|IL12RB2_-_67773565.23-P1P2	IL12RB2	7528	6795	8207	4430	5738	6741
OR10H4_+_16059888.23-ENST00000322107.1|OR10H4_+_16060079.23-ENST00000322107.1	OR10H4	5622	3444	5322	3515	5415	4753
RBCK1_+_388973.23-P1P2|RBCK1_-_388991.23-P1P2	RBCK1	1392	3004	1004	1064	1939	2107
KLHDC7B_+_50986119.23-P1P2|KLHDC7B_+_50986017.23-P1P2	KLHDC7B	8379	6759	7318	6099	6285	6638
LDHC_-_18433955.23-P1P2|LDHC_+_18434083.23-P1P2	LDHC	4065	4741	5281	4025	3563	4539
IL3_+_131396411.23-P1P2|IL3_+_131396388.23-P1P2	IL3	3884	5045	6501	3240	3534	3940
ZBTB41_+_197170099.23-P1P2|ZBTB41_+_197170080.23-P1P2	ZBTB41	2760	1631	3074	3466	3512	3621
SLITRK5_-_88326349.23-P2|SLITRK5_-_88326666.23-P2	SLITRK5	3386	2149	3312	3201	1754	3509
GPR78_-_8582339.23-P1P2|GPR78_+_8582373.23-P1P2	GPR78	4200	9146	6812	5480	3611	6198
ZIC4_-_147110083.23-P1|ZIC4_+_147110067.23-P1	ZIC4	10602	10125	8598	8020	7091	10496
RNF2_+_185014727.23-P1P2|RNF2_+_185014687.23-P1P2	RNF2	10492	8349	13949	8894	8697	10463
GNG7_+_2702636.23-P1P2|GNG7_+_2702671.23-P1P2	GNG7	7081	6448	6713	6624	5513	5272
DNAJB9_-_108210540.23-P1P2|DNAJB9_+_108210329.23-P1P2	DNAJB9	9855	7452	11072	6052	7633	8375
non-targeting_03581|non-targeting_00730	negative_control	5034	2582	5229	3116	3272	3918
FLT3_+_28674697.23-P1P2|FLT3_+_28674687.23-P1P2	FLT3	9793	12463	10876	10948	7396	12883
RSPH9_-_43612838.23-P1P2|RSPH9_+_43612824.23-P1P2	RSPH9	5085	5195	7632	2692	5009	4632
PARP2_-_20811834.23-P1P2|PARP2_-_20811828.23-P1P2	PARP2	10441	8684	10088	9912	10779	11230
IGSF6_+_21663915.23-P1P2|IGSF6_-_21663730.23-P1P2	IGSF6	1617	1644	2873	645	2987	1269
SEPT7_+_35840874.23-P1P2|SEPT7_-_35840857.23-P1P2	7-Sep	4044	4069	2413	5114	2797	4946
EFEMP1_+_56150840.23-P1P2|EFEMP1_+_56150828.23-P1P2	EFEMP1	17308	5746	18973	3777	12237	4859
non-targeting_01775|non-targeting_02333	negative_control	3210	2079	2989	3266	3129	3882
C2orf74_-_61372259.23-P1P2|C2orf74_-_61372320.23-P1P2	C2orf74	5484	5086	7249	4347	4710	4018
TFF2_+_43770833.23-P1P2|TFF2_-_43771030.23-P1P2	TFF2	3669	3184	4748	3868	3140	4054
TRABD2A_-_85108173.23-P1P2|TRABD2A_+_85108163.23-P1P2	TRABD2A	3641	6705	5673	4085	3587	4249
JPH1_+_75233780.23-P1P2|JPH1_+_75233788.23-P1P2	JPH1	1133	1510	2043	1741	739	2024
CBFB_-_67063086.23-P1P2|CBFB_-_67063092.23-P1P2	CBFB	8933	10457	10273	9315	7903	10637
CSRNP2_+_51477144.23-P1P2|CSRNP2_+_51477141.23-P1P2	CSRNP2	3690	4251	3706	2068	2593	3428
SNX18_-_53813609.23-P1P2|SNX18_-_53813621.23-P1P2	SNX18	5115	5083	7976	3936	5669	710
BCAT2_+_49314243.23-P1P2|BCAT2_-_49314274.23-P1P2	BCAT2	3174	2255	1669	2114	1774	2132
SPN_-_29674493.23-P1P2|SPN_-_29674592.23-P1P2	SPN	1940	4511	4022	4472	3428	5527
HMOX2_-_4524797.23-P2|HMOX2_-_4524776.23-P2	HMOX2	3011	5247	4515	3066	2193	4492
SPARC_-_151066432.23-P1P2|SPARC_-_151066408.23-P1P2	SPARC	4270	3892	4088	4350	2805	4382
ZNF256_-_58459066.23-P1P2|ZNF256_-_58458813.23-P1P2	ZNF256	3965	3600	6719	3539	2935	3403
CACNA1D_+_53528698.23-P1P2|CACNA1D_-_53528740.23-P1P2	CACNA1D	7498	6237	8821	4254	5033	5949
THAP10_+_71184705.23-P1P2|THAP10_+_71184741.23-P1P2	THAP10	7052	6623	10564	4314	4691	5385
IFRD1_+_112063264.23-P2|IFRD1_-_112063242.23-P2	IFRD1	2834	1916	3267	1875	2149	2600
SDPR_-_192711776.23-P1P2|SDPR_-_192711792.23-P1P2	SDPR	7676	5200	10848	3359	6587	5213
RRBP1_-_17662878.23-P1P2|RRBP1_+_17662829.23-P1P2	RRBP1	10402	4120	11983	5120	7754	4888
C17orf77_-_72586676.23-ENST00000328023.2|C17orf77_-_72586671.23-ENST00000328023.2	C17orf77	1349	1437	1016	1911	883	2493
APC2_-_1446291.23-P2|APC2_-_1446345.23-P2	APC2	5158	3644	5295	3641	4618	3912
EIF1AY_+_22737649.23-P1P2|EIF1AY_-_22737742.23-P1P2	EIF1AY	8202	8263	11805	5819	8325	7107
PTPN1_-_49126945.23-P1P2|PTPN1_+_49127138.23-P1P2	PTPN1	6262	7732	8897	6741	6278	7860
MMP26_+_5009477.23-ENST00000300762.1|MMP26_-_5009523.23-ENST00000300762.1	MMP26	5623	4422	6637	2973	3599	4314
non-targeting_00557|non-targeting_00240	negative_control	5946	4604	5233	4014	4058	4541
MBTD1_+_49337371.23-P1P2|MBTD1_-_49337385.23-P1P2	MBTD1	4873	5263	7629	5368	5185	5910
PHGDH_-_120254704.23-P1P2|PHGDH_+_120254555.23-P1P2	PHGDH	4750	2431	6700	1312	4974	2434
MYH15_-_108229422.23-P1P2|MYH15_-_108229362.23-P1P2	MYH15	4617	4472	5765	3484	3695	3948
DEFB112_-_50016159.23-ENST00000322246.4|DEFB112_+_50016268.23-ENST00000322246.4	DEFB112	3322	4322	4003	4524	2960	3702
non-targeting_03340|non-targeting_02859	negative_control	5582	4586	5129	4489	5244	4489
CD160_-_145715565.23-P1P2|CD160_+_145715498.23-P1P2	CD160	2794	2464	3718	2471	2306	3409
DIO2_+_80677823.23-P1P2|DIO2_+_80678524.23-P1P2	DIO2	4736	5800	5649	4034	4579	6958
TIPARP_-_156392603.23-P1P2|TIPARP_-_156392613.23-P1P2	TIPARP	653	350	361	454	640	555
TTLL5_-_76127635.23-P1P2|TTLL5_-_76127590.23-P1P2	TTLL5	2288	2571	2527	1613	1821	2843
SYTL1_+_27668549.23-P1|SYTL1_+_27668621.23-P1	SYTL1	6108	5555	6266	4625	5344	6204
BABAM1_-_17378310.23-P1P2|BABAM1_-_17378297.23-P1P2	BABAM1	7958	3703	8750	3800	6008	5408
UBXN10_-_20512655.23-P1P2|UBXN10_-_20512646.23-P1P2	UBXN10	7676	7428	9626	8404	5567	7225
non-targeting_02459|non-targeting_01512	negative_control	2724	2386	3632	1296	1704	1047
ARFRP1_-_62338974.23-P1P2|ARFRP1_+_62339198.23-P1P2	ARFRP1	4735	4327	6478	4179	4319	3127
TUBGCP6_+_50683388.23-P1P2|TUBGCP6_-_50683394.23-P1P2	TUBGCP6	5191	4963	5722	4051	3140	4383
MLXIPL_+_73038830.23-P1P2|MLXIPL_+_73038797.23-P1P2	MLXIPL	7641	8227	11662	6263	6898	7741
MAPKAP1_+_128469461.23-P1|MAPKAP1_+_128469405.23-P1	MAPKAP1	6793	1232	8165	1707	4157	2220
LAG3_+_6881710.23-P1P2|LAG3_-_6881748.23-P1P2	LAG3	4849	4597	4269	5148	5684	7252
AHCYL1_-_110527422.23-P1|AHCYL1_-_110527436.23-P1	AHCYL1	4959	2749	4517	2510	3308	2331
TGM1_-_24732333.23-P1P2|TGM1_+_24732313.23-P1P2	TGM1	3324	5014	3781	5308	2721	4457
MECOM_+_169381482.23-P1P2|MECOM_+_169381146.23-P1P2	MECOM	6161	4092	5327	1790	4878	5032
SLC35D2_+_99145909.23-P1P2|SLC35D2_+_99145950.23-P1P2	SLC35D2	7771	6126	8111	5680	4285	8465
TAOK3_+_118810316.23-P1|TAOK3_+_118810329.23-P1	TAOK3	4318	2479	5760	1432	4160	1451
PFKFB2_-_207226662.23-P1P2|PFKFB2_-_207226710.23-P1P2	PFKFB2	1822	2445	2846	1051	2689	1457
KRT7_+_52627099.23-P1P2|KRT7_+_52627123.23-P1P2	KRT7	692	908	248	1913	706	2079
TP53INP1_+_95961541.23-P1P2|TP53INP1_-_95961519.23-P1P2	TP53INP1	5984	6742	5940	5654	4711	6628
ATP13A1_+_19774468.23-P1P2|ATP13A1_-_19774415.23-P1P2	ATP13A1	2060	1458	1773	1491	1602	1832
