sgRNA	Gene	Low_1	Low_2	Low_3	High_1	High_2	High_3
C3orf55_+_157261167.23-P1P2|C3orf55_-_157261207.23-P1P2	C3orf55	4194	2667	5194	3216	2879	2528
COL15A1_+_101706204.23-P1P2|COL15A1_+_101706183.23-P1P2	COL15A1	18437	14035	22304	12306	14438	14911
TBL1X_+_9433140.23-P1P2|TBL1X_+_9433300.23-P1P2	TBL1X	1274	2041	3867	1458	1923	57
IL17D_+_21277855.23-P1|IL17D_-_21277817.23-P1	IL17D	21569	23791	29660	19575	20208	21495
CXorf23_-_19983414.23-P1P2|CXorf23_+_19983214.23-P1P2	CXorf23	2233	2321	2078	1326	1260	2481
TSHZ3_-_31840331.23-P1P2|TSHZ3_-_31840335.23-P1P2	TSHZ3	2214	2934	2386	1851	1930	2668
RIMS2_+_104513087.23-ENST00000406091.3|RIMS2_+_104513064.23-ENST00000406091.3	RIMS2	4098	2344	2913	2482	2330	2189
TJP2_-_71789181.23-P1|TJP2_-_71789205.23-P1	TJP2	3730	3375	5484	3187	2905	3432
KCTD5_-_2732700.23-P1P2|KCTD5_+_2732512.23-P1P2	KCTD5	3992	3144	3854	3122	2697	3761
SERPINH1_-_75273342.23-P1P2|SERPINH1_+_75273263.23-P1P2	SERPINH1	3837	3404	4230	3074	2121	3838
SLC13A3_-_45279975.23-P1P2|SLC13A3_+_45280053.23-P1P2	SLC13A3	6897	5676	7179	4795	7166	7353
TMEM30B_-_61747756.23-P1P2|TMEM30B_+_61748014.23-P1P2	TMEM30B	4672	5465	7316	3701	4996	4639
EMC3_+_10028469.23-P1|EMC3_+_10028457.23-P1	EMC3	5221	5661	5054	6419	5538	9152
NEURL4_+_7232633.23-P1P2|NEURL4_+_7232627.23-P1P2	NEURL4	4282	3437	4976	1839	3624	2572
HSDL1_+_84178704.23-P1P2|HSDL1_-_84178712.23-P1P2	HSDL1	4134	4343	5855	3268	2259	5194
KRTAP10-4_+_45993612.23-P1P2|KRTAP10-4_+_45993593.23-P1P2	KRTAP10-4	2948	8226	4984	8803	3519	9704
KNG1_-_186435216.23-P1P2|KNG1_+_186435202.23-P1P2	KNG1	7877	6279	7133	6596	5393	8358
non-targeting_00483|non-targeting_03391	negative_control	2279	2752	3157	2066	2993	3803
MROH6_-_144651050.23-P2|MROH6_+_144651041.23-P2	MROH6	4579	2507	5864	3779	4196	5770
CCDC85B_+_65658109.23-P1P2|CCDC85B_+_65658193.23-P1P2	CCDC85B	3813	2528	4268	2163	3658	2700
FAM184A_-_119399836.23-P1P2|FAM184A_-_119399790.23-P1P2	FAM184A	3208	3881	3127	3394	3457	4818
SCN7A_+_167350635.23-P1P2|SCN7A_-_167350703.23-P1P2	SCN7A	5081	4632	5201	2801	3712	4386
FAM81A_-_59730451.23-P1P2|FAM81A_+_59730421.23-P1P2	FAM81A	18344	29847	24611	26821	15944	32035
KIF27_+_86536327.23-P1P2|KIF27_-_86536287.23-P1P2	KIF27	6171	6336	8850	5125	6080	7592
OXT_-_3052275.23-P1P2|OXT_+_3052315.23-P1P2	OXT	6554	4160	6903	4334	3377	3184
COLCA2_-_111170080.23-P1P2|COLCA2_+_111170091.23-P1P2	COLCA2	4809	4820	4153	4384	4302	5353
IKZF4_+_56401330.23-P1|IKZF4_-_56401518.23-P1	IKZF4	10816	9253	12511	9868	8481	11404
ALAD_+_116163528.23-P1P2|ALAD_-_116163505.23-P1P2	ALAD	6920	4238	7429	5147	6610	4880
EEF2_+_3984171.23-P2|EEF2_+_3984167.23-P2	EEF2	4694	5546	3463	4007	4450	4571
TCTE1_-_44265385.23-P1P2|TCTE1_+_44265052.23-P1P2	TCTE1	1112	100	415	260	990	546
MANEA_+_96025509.23-P1P2|MANEA_-_96025410.23-P1P2	MANEA	1353	2096	2856	1634	2429	1667
PLEKHA8_+_30068089.23-P1P2|PLEKHA8_-_30068028.23-P1P2	PLEKHA8	413	4288	1045	5345	864	7066
HSD17B6_-_57157117.23-P1P2|HSD17B6_-_57157142.23-P1P2	HSD17B6	3869	3749	5853	2666	3410	6542
C5orf48_-_125967429.23-P1P2|C5orf48_+_125967450.23-P1P2	C5orf48	4287	3810	6286	3390	3292	3730
SNX16_+_82754361.23-P1P2|SNX16_-_82754199.23-P1P2	SNX16	5482	6821	6660	7960	3626	6430
MED14_+_40594762.23-P1P2|MED14_+_40594765.23-P1P2	MED14	1844	503	1322	1048	1782	866
LDHAL6A_-_18477532.23-P1P2|LDHAL6A_+_18477617.23-P1P2	LDHAL6A	6537	4886	8477	3832	5311	5631
NCAM1_+_112832255.23-P1P2|NCAM1_+_112832220.23-P1P2	NCAM1	4583	3211	5417	2082	2511	2735
BAGE5_-_11098934.23-P1P2|BAGE5_+_11098924.23-P1P2	BAGE5	10578	7580	11089	6560	8058	10882
KIAA1522_-_33219832.23-P1|KIAA1522_+_33219595.23-P1	KIAA1522	4627	4489	6056	2601	4440	4433
NDUFV3_-_44313446.23-P1P2|NDUFV3_+_44313438.23-P1P2	NDUFV3	4473	5069	4672	6954	3426	5235
ITLN1_+_160854917.23-P1P2|ITLN1_+_160854735.23-P1P2	ITLN1	2828	1964	2290	2956	2891	1471
FAM24B_+_124639032.23-P1P2|FAM24B_+_124639047.23-P1P2	FAM24B	2988	2221	4127	1919	2423	2249
TMEM66_-_29940566.23-P1P2|TMEM66_-_29940518.23-P1P2	TMEM66	5883	6457	8556	6104	5153	6877
ASPA_+_3379320.23-P1P2|ASPA_+_3379511.23-P1P2	ASPA	2459	2503	3245	2841	1290	1540
OR6Q1_-_57798454.23-ENST00000302622.3|OR6Q1_+_57798418.23-ENST00000302622.3	OR6Q1	3742	1894	1933	1858	1251	1980
FAM122C_-_133941301.23-P1P2|FAM122C_+_133941286.23-P1P2	FAM122C	5571	4689	9723	6084	5564	5663
MMP3_+_102714331.23-P1P2|MMP3_+_102714334.23-P1P2	MMP3	3228	1822	3536	1880	2021	4123
RANGAP1_-_41682205.23-P1P2|RANGAP1_+_41682168.23-P1P2	RANGAP1	1955	3744	1584	5155	1808	4114
KL_+_33590620.23-P1P2|KL_+_33590760.23-P1P2	KL	6836	6982	7002	5478	5895	5623
ITPRIPL1_-_96991116.23-P1P2|ITPRIPL1_+_96991085.23-P1P2	ITPRIPL1	4163	4639	6698	3958	3336	3658
GLRA1_+_151304321.23-P1P2|GLRA1_-_151304326.23-P1P2	GLRA1	4471	4691	5876	2477	3329	3778
TMEM200B_+_29450233.23-P1|TMEM200B_+_29450397.23-P1	TMEM200B	6101	5985	10448	4399	3424	6251
CCR7_+_38717072.23-P2|CCR7_+_38716933.23-P2	CCR7	5921	3949	8432	4097	4880	4726
SNX13_+_17979892.23-P1P2|SNX13_+_17980000.23-P1P2	SNX13	5683	3329	5224	3041	5230	3740
MNS1_+_56757244.23-P1P2|MNS1_-_56757302.23-P1P2	MNS1	6655	5305	4859	4051	5388	5526
C1orf194_+_109656447.23-P2|C1orf194_-_109656442.23-P2	C1orf194	4006	3365	4833	3564	2561	5341
PLA2G12B_+_74714515.23-P1P2|PLA2G12B_-_74714531.23-P1P2	PLA2G12B	3446	3155	3529	3325	2294	3970
DUSP9_+_152912690.23-P1|DUSP9_+_152912679.23-P1	DUSP9	20719	18600	25936	19798	19887	21994
CD163_+_7656130.23-P1P2|CD163_+_7656287.23-P1P2	CD163	4325	4852	4228	2733	2667	5183
ATP6V0A2_-_124196959.23-P1P2|ATP6V0A2_-_124196923.23-P1P2	ATP6V0A2	3539	2783	4086	3410	2863	3194
ZNF800_-_127032750.23-P1P2|ZNF800_-_127032721.23-P1P2	ZNF800	5158	10274	6541	6147	5804	7815
SATB1_-_18486329.23-P2|SATB1_-_18486324.23-P2	SATB1	3354	1824	4438	3054	3801	4103
MRP63_+_21750803.23-P1P2|MRP63_-_21750808.23-P1P2	MRP63	269	337	3	476	220	99
CYS1_+_10220308.23-P1P2|CYS1_-_10220299.23-P1P2	CYS1	6154	6236	5230	7258	4609	8157
SLC22A15_+_116519169.23-P1P2|SLC22A15_-_116519220.23-P1P2	SLC22A15	5377	4077	6288	5315	5430	6001
LAMA1_+_7117729.23-P1P2|LAMA1_-_7117743.23-P1P2	LAMA1	4481	3271	4000	2044	2734	4132
DLX3_+_48072554.23-P1P2|DLX3_+_48072354.23-P1P2	DLX3	2879	4565	2168	2608	1530	4412
SCMH1_+_41626545.23-ENST00000326197.7|SCMH1_+_41626493.23-ENST00000326197.7	SCMH1	2247	2539	1851	1280	3048	2646
LYZL4_+_42452013.23-P1P2|LYZL4_+_42451888.23-P1P2	LYZL4	3037	3446	5481	2729	3462	3745
IDH3G_+_153059796.23-P1P2|IDH3G_+_153059799.23-P1P2	IDH3G	4876	5110	6383	4400	4267	5107
MYLK4_-_2751138.23-P1P2|MYLK4_-_2750927.23-P1P2	MYLK4	4362	3292	3489	3798	3392	3192
TBR1_+_162272992.23-P1P2|TBR1_-_162272898.23-P1P2	TBR1	3514	3458	3418	1090	2406	3065
GALNT16_-_69726908.23-P1P2|GALNT16_+_69727095.23-P1P2	GALNT16	3382	2871	3572	2704	3212	60
non-targeting_03761|non-targeting_00994	negative_control	5014	3883	5465	4037	4207	5698
EVI5_+_93250600.23-P1P2|EVI5_+_93250582.23-P1P2	EVI5	3736	1964	3021	2735	2629	3625
CA8_-_61193912.23-P1P2|CA8_-_61193943.23-P1P2	CA8	3844	3913	5176	2461	2403	5258
non-targeting_03124|non-targeting_01444	negative_control	4098	5113	6485	5189	4328	3918
NEFM_+_24774682.23-P2|NEFM_-_24774802.23-P2	NEFM	6993	7401	5436	5591	5047	5982
NYNRIN_-_24868236.23-P1P2|NYNRIN_-_24868254.23-P1P2	NYNRIN	5718	3992	7376	1894	3432	5316
MT1H_+_56703942.23-P1P2|MT1H_+_56703709.23-P1P2	MT1H	5718	3689	5497	3666	5248	4961
S1PR5_+_10628065.23-P1P2|S1PR5_+_10628079.23-P1P2	S1PR5	6133	4206	5106	6445	4778	4774
OR10G7_-_123909694.23-ENST00000330487.5|OR10G7_-_123909724.23-ENST00000330487.5	OR10G7	4128	2786	4804	4219	4270	4873
MGAT1_+_180229792.23-P1|MGAT1_+_180229772.23-P1	MGAT1	4892	5588	7790	4926	4977	6091
SMYD2_-_214454578.23-P1P2|SMYD2_+_214454595.23-P1P2	SMYD2	10800	7800	10977	8125	6752	8265
KAZALD1_-_102821769.23-P1P2|KAZALD1_-_102821761.23-P1P2	KAZALD1	3024	2128	2737	3881	2210	2743
ZNF808_-_53039264.23-P2|ZNF808_-_53039267.23-P2	ZNF808	7309	7998	7175	6323	7169	9231
DALRD3_+_49058922.23-P2|DALRD3_+_49058866.23-P2	DALRD3	7462	3169	9345	4702	7331	2005
OTC_-_38211916.23-P1P2|OTC_+_38211884.23-P1P2	OTC	2198	1559	2998	1239	1633	2001
ARHGEF19_+_16533491.23-P1P2|ARHGEF19_+_16533485.23-P1P2	ARHGEF19	3194	1606	2871	2717	1814	2694
KCNMB3_-_178977600.23-P1P2|KCNMB3_+_178977629.23-P1P2	KCNMB3	1625	2295	2533	1436	1940	1784
C4orf36_-_87857275.23-P2|C4orf36_+_87857311.23-P2	C4orf36	4396	4762	6379	3539	4917	4220
SGOL2_+_201391065.23-P1P2|SGOL2_+_201391089.23-P1P2	SGOL2	3459	4020	5659	3299	3516	5316
"MKL2_-_14165038.23-ENST00000571589.1,ENST00000574045.1|MKL2_-_14165059.23-ENST00000571589.1,ENST00000574045.1"	MKL2	3117	2135	3437	1632	2645	3128
non-targeting_01955|non-targeting_03532	negative_control	4318	2196	5628	2385	3558	3951
MARCKSL1_+_32801809.23-P1P2|MARCKSL1_-_32801784.23-P1P2	MARCKSL1	3018	3925	3511	4099	1356	5259
PRKD2_-_47220163.23-P1|PRKD2_-_47220374.23-P1	PRKD2	3587	4191	4644	2722	3101	2350
C3orf38_+_88199174.23-P1P2|C3orf38_-_88199341.23-P1P2	C3orf38	5188	4942	3325	4541	2601	6287
RNASE13_-_21502869.23-P1P2|RNASE13_-_21502828.23-P1P2	RNASE13	4519	4041	5732	3218	4043	3076
FAM78B_-_166135749.23-P1P2|FAM78B_-_166136018.23-P1P2	FAM78B	3665	7276	6944	4402	2554	9719
ZNF462_+_109625660.23-P1P2|ZNF462_+_109625484.23-P1P2	ZNF462	4483	3806	6370	2553	4019	5479
non-targeting_00670|non-targeting_02805	negative_control	6102	3506	6529	5357	6053	5555
MTHFD1_-_64855062.23-P1P2|MTHFD1_-_64855109.23-P1P2	MTHFD1	6022	1912	7355	2831	6722	2716
PKIA_-_79428638.23-P1P2|PKIA_-_79428572.23-P1P2	PKIA	10162	5334	11055	6293	9320	6092
CASP8_-_202125301.23-P1|CASP8_-_202125341.23-P1	CASP8	4026	4206	5070	3305	3701	4552
NFKB2_+_104155509.23-P1P2|NFKB2_+_104155684.23-P1P2	NFKB2	5423	5168	5841	5722	4900	3767
SH3BP5L_+_249120032.23-P1P2|SH3BP5L_+_249120042.23-P1P2	SH3BP5L	4626	5915	7715	3618	4164	4521
PRY_-_24636978.23-ENST00000338793.2|PRY_+_24636962.23-ENST00000338793.2	PRY	5790	6994	7752	5613	5663	6442
RAB27B_-_52495774.23-P1P2|RAB27B_+_52495705.23-P1P2	RAB27B	2234	3165	4376	2785	3487	1522
CORO6_+_27949859.23-P1P2|CORO6_-_27949870.23-P1P2	CORO6	4177	2864	3850	3060	4628	3947
ELAVL4_-_50574648.23-P1P2|ELAVL4_-_50575026.23-P1P2	ELAVL4	2912	2365	3665	1806	2395	53
GPR83_-_94134532.23-P1P2|GPR83_-_94134524.23-P1P2	GPR83	2953	5558	4258	4900	2270	5456
MOGAT1_+_223536377.23-P1P2|MOGAT1_+_223536414.23-P1P2	MOGAT1	5011	4695	6055	3235	4131	5730
CIDEC_+_9921901.23-P1|CIDEC_+_9921923.23-P1	CIDEC	1530	1571	1786	1781	657	519
CHTF18_-_838671.23-P1P2|CHTF18_-_838687.23-P1P2	CHTF18	2627	3242	3931	4112	2651	3999
MTCH2_+_47664056.23-P1P2|MTCH2_+_47664053.23-P1P2	MTCH2	4619	2906	4267	3355	3436	4254
ZSCAN5B_-_56704354.23-ENST00000358992.3|ZSCAN5B_+_56704292.23-ENST00000358992.3	ZSCAN5B	3742	4931	3925	3747	3396	3633
AKT2_+_40791298.23-P1P2|AKT2_-_40791096.23-P1P2	AKT2	4542	4674	4831	5325	4416	7060
MYO7B_+_128293297.23-P1P2|MYO7B_+_128293305.23-P1P2	MYO7B	4318	3580	4026	3464	2981	4238
PGR_-_100999652.23-P1P2|PGR_+_101000519.23-P1P2	PGR	3936	4988	4023	3822	2625	4837
MAPK3_+_30134472.23-P1P2|MAPK3_+_30134158.23-P1P2	MAPK3	3955	7314	6645	5155	6209	6490
UPK1B_-_118892531.23-P1P2|UPK1B_-_118892480.23-P1P2	UPK1B	4964	5528	5859	4986	4726	7114
ESPN_-_6484873.23-P1|ESPN_+_6484906.23-P1	ESPN	7220	5479	7790	3564	5684	6874
ADCY10_+_167883329.23-P1P2|ADCY10_-_167882911.23-P1P2	ADCY10	5011	6529	7284	4175	3757	4405
C1orf112_+_169764191.23-P1P2|C1orf112_-_169764066.23-P1P2	C1orf112	6037	3664	7710	4060	5153	4798
TEX12_+_112038130.23-P1P2|TEX12_+_112038097.23-P1P2	TEX12	3375	3543	4150	3663	3289	2836
non-targeting_02790|non-targeting_01697	negative_control	1592	1563	1514	1993	2288	1399
WSB1_-_25621576.23-P1P2|WSB1_+_25621102.23-P1P2	WSB1	5180	4624	6181	1904	4535	4330
CFTR_-_117120156.23-P1P2|CFTR_+_117120108.23-P1P2	CFTR	12703	8307	11944	7446	9966	12911
PLAT_+_42065055.23-P1P2|PLAT_+_42065051.23-P1P2	PLAT	1270	922	3911	1230	2013	1929
EFHD2_-_15736669.23-P1P2|EFHD2_+_15736857.23-P1P2	EFHD2	2123	3799	2736	4275	1420	4493
GSDMD_+_144635517.23-P1P2|GSDMD_+_144640567.23-P1P2	GSDMD	3409	2192	5035	2567	2381	4705
PNISR_+_99848916.23-P2|PNISR_+_99848928.23-P2	PNISR	4246	4281	4996	2066	3364	4435
non-targeting_00537|non-targeting_00968	negative_control	3832	3085	4286	3386	4106	3120
ACOT8_-_44486001.23-P1P2|ACOT8_-_44485992.23-P1P2	ACOT8	4565	3816	7504	4865	4760	5328
TRANK1_-_36986490.23-ENST00000429976.2|TRANK1_-_36986360.23-ENST00000429976.2	TRANK1	5923	4278	8176	4891	5656	4339
TM7SF3_+_27167286.23-P1P2|TM7SF3_+_27167271.23-P1P2	TM7SF3	5534	3177	5565	4899	3363	6101
ADCY5_+_123168382.23-P1P2|ADCY5_-_123168354.23-P1P2	ADCY5	3138	6775	4403	6858	2842	7315
OTOP3_+_72932007.23-P1P2|OTOP3_-_72931973.23-P1P2	OTOP3	4841	3124	5990	2643	2567	3321
MRGPRX4_-_18194526.23-ENST00000314254.3|MRGPRX4_+_18194809.23-ENST00000314254.3	MRGPRX4	5761	4397	7925	4576	6633	4976
FGD4_+_32639394.23-P1P2|FGD4_+_32638980.23-P1P2	FGD4	3176	2890	4107	964	2307	2172
PARD3_+_35104166.23-P1P2|PARD3_-_35104184.23-P1P2	PARD3	3711	3574	4359	3851	1736	3457
C2orf91_-_42180887.23-P1P2|C2orf91_+_42180869.23-P1P2	C2orf91	2829	3454	5226	3225	3200	3446
F3_-_95007077.23-P1|F3_+_95006896.23-P1	F3	4042	4537	5638	5609	4224	6293
KRT15_+_39675095.23-P1|KRT15_+_39675114.23-P1	KRT15	4655	3224	3104	3747	2945	4588
SPEF1_-_3761865.23-P1P2|SPEF1_-_3761873.23-P1P2	SPEF1	5252	6120	6470	7038	4589	6339
RNMTL1_-_685644.23-P1P2|RNMTL1_-_685705.23-P1P2	RNMTL1	4416	3091	5860	2540	2962	2788
OR10J5_+_159505583.23-ENST00000334857.2|OR10J5_-_159505840.23-ENST00000334857.2	OR10J5	4480	6620	7012	5409	4650	6452
EPHA4_+_222436980.23-P1P2|EPHA4_+_222436995.23-P1P2	EPHA4	5076	3981	7328	4121	5036	5289
TMEM225_+_123756304.23-P1P2|TMEM225_+_123756300.23-P1P2	TMEM225	3313	4153	5494	3907	3739	3225
RBP3_+_48390485.23-P1P2|RBP3_-_48390580.23-P1P2	RBP3	5410	4471	5317	3955	4614	5280
ORMDL3_-_38083758.23-P1P2|ORMDL3_-_38083819.23-P1P2	ORMDL3	7823	5444	10022	4126	6950	4601
ADAM20_-_71001696.23-P1P2|ADAM20_+_71001702.23-P1P2	ADAM20	5642	4828	5965	3068	3776	4521
non-targeting_01399|non-targeting_00303	negative_control	5916	4857	5612	4738	5503	4861
C11orf88_-_111385540.23-P1P2|C11orf88_-_111385557.23-P1P2	C11orf88	5779	4213	9119	6841	7631	6484
SPR_-_73114568.23-P1P2|SPR_-_73114557.23-P1P2	SPR	2301	2596	3536	1774	1875	3501
LEPREL1_+_189838649.23-P1P2|LEPREL1_-_189838684.23-P1P2	LEPREL1	2550	2790	3747	4454	2784	4951
HARBI1_+_46638714.23-P1P2|HARBI1_+_46638733.23-P1P2	HARBI1	4886	5004	6718	6721	6187	5417
non-targeting_03081|non-targeting_02975	negative_control	5746	4192	6041	2950	6028	5956
WFDC12_+_43753030.23-P1P2|WFDC12_-_43753064.23-P1P2	WFDC12	3049	2769	2928	2868	2818	2813
NAA16_+_41885448.23-P1P2|NAA16_-_41885455.23-P1P2	NAA16	3755	2260	4538	2703	3545	3742
GAST_+_39868608.23-P1P2|GAST_+_39868820.23-P1P2	GAST	4095	2893	4381	2188	2991	4324
non-targeting_00351|non-targeting_02158	negative_control	7394	6952	6868	4271	4955	4645
CDK17_+_96794221.23-P1P2|CDK17_+_96794224.23-P1P2	CDK17	2262	2165	2069	1637	1868	1949
non-targeting_02135|non-targeting_00872	negative_control	6202	4481	3701	3832	4061	5146
PSG2_-_43576079.23-P2|PSG2_-_43575877.23-P2	PSG2	2298	3167	4119	1920	3313	3200
ADPRHL1_-_114103424.23-P2|ADPRHL1_-_114103435.23-P2	ADPRHL1	2870	2554	2332	1881	2362	2896
TXLNA_-_32645351.23-P1P2|TXLNA_-_32645372.23-P1P2	TXLNA	7515	8132	10477	7105	5959	6428
MATN2_+_98900307.23-P2|MATN2_+_98900363.23-P2	MATN2	4251	3245	4949	4251	3280	3843
PPY_-_42019846.23-P1P2|PPY_+_42019795.23-P1P2	PPY	2663	1662	1854	1716	953	2405
TPR_-_186344344.23-P1P2|TPR_-_186344310.23-P1P2	TPR	3650	1594	4449	2678	4122	2082
PBOV1_+_138539609.23-ENST00000527246.2|PBOV1_+_138539606.23-ENST00000527246.2	PBOV1	2343	2753	3896	1648	3310	3206
PRPS2_+_12809592.23-P1P2|PRPS2_+_12809497.23-P1P2	PRPS2	6275	5656	6684	2816	4093	5079
SLMAP_-_57742082.23-P1P2|SLMAP_-_57742030.23-P1P2	SLMAP	1392	3468	3488	3064	1896	3570
TMEM133_+_100862851.23-ENST00000303130.2|TMEM133_-_100863107.23-ENST00000303130.2	TMEM133	4264	4180	4256	2468	3053	4194
NEB_+_152590961.23-P1P2|NEB_+_152590921.23-P1P2	NEB	4546	3423	4876	4094	3745	4463
CCDC129_+_31569426.23-P1P2|CCDC129_-_31569688.23-P1P2	CCDC129	4710	3393	4035	3209	4689	3801
FAM135A_+_71123180.23-P1P2|FAM135A_-_71123242.23-P1P2	FAM135A	3638	5237	5957	4875	3434	6194
SENP5_-_196594805.23-P1P2|SENP5_-_196594794.23-P1P2	SENP5	9084	2819	10965	1252	5257	2794
RBFOX2_+_36236481.23-P2|RBFOX2_+_36236520.23-P2	RBFOX2	3852	4187	2963	2851	2379	3094
PNPLA7_-_140444707.23-P1P2|PNPLA7_+_140444886.23-P1P2	PNPLA7	4950	3710	7886	4253	7048	5563
EFS_+_23834326.23-P1P2|EFS_-_23834338.23-P1P2	EFS	1960	2784	3242	1822	2201	1593
CRYBB3_-_25595837.23-P1P2|CRYBB3_+_25596198.23-P1P2	CRYBB3	4624	4658	8007	5227	3918	4765
SLC16A1_-_113478654.23-P2|SLC16A1_-_113478146.23-P2	SLC16A1	2058	1953	2280	1960	1647	2381
GXYLT1_-_42538628.23-P1P2|GXYLT1_-_42538701.23-P1P2	GXYLT1	5110	6971	4518	5990	5649	6856
PCNP_-_101293077.23-P1P2|PCNP_+_101293022.23-P1P2	PCNP	4508	8509	4810	6757	4489	8811
PREPL_-_44588563.23-P1P2|PREPL_+_44588622.23-P1P2	PREPL	3730	3403	4422	3219	4924	3341
AP2M1_+_183894722.23-P2|AP2M1_+_183894728.23-P2	AP2M1	4235	4600	4824	4658	2553	4676
THBS3_+_155178893.23-P2|THBS3_+_155178828.23-P2	THBS3	5533	5302	7060	4699	5341	5674
SLC35E1_+_16683192.23-P1P2|SLC35E1_+_16683168.23-P1P2	SLC35E1	4128	4030	4694	4482	3859	7516
VIL1_-_219283896.23-P1P2|VIL1_-_219283891.23-P1P2	VIL1	2079	2171	2952	1788	2017	2312
LCE3B_+_152586536.23-ENST00000335633.1|LCE3B_+_152586400.23-ENST00000335633.1	LCE3B	2890	4366	2668	1123	2093	4213
LCP2_-_169724669.23-P1P2|LCP2_+_169724415.23-P1P2	LCP2	4863	3442	5402	3712	4059	3694
ZXDC_-_126194724.23-P1P2|ZXDC_+_126194759.23-P1P2	ZXDC	1525	1404	2064	1147	1228	1674
SENP2_-_185304107.23-P1P2|SENP2_-_185304131.23-P1P2	SENP2	5073	4007	6389	3202	5024	4693
CERCAM_-_131183129.23-P1P2|CERCAM_+_131183139.23-P1P2	CERCAM	18356	13328	18056	13328	13502	19264
CCDC53_+_102455736.23-P1P2|CCDC53_-_102455600.23-P1P2	CCDC53	4790	3179	2493	2462	4136	6466
GNLY_+_85921534.23-P1P2|GNLY_+_85921539.23-P1P2	GNLY	3215	3412	3273	3488	3503	4283
"TMSB15B_-_103217239.23-ENST00000436583.1,ENST00000540220.1,ENST00000569577.1|TMSB15B_-_103217225.23-ENST00000436583.1,ENST00000540220.1,ENST00000569577.1"	TMSB15B	4156	3675	2938	2951	1143	4342
C22orf31_+_29457912.23-P1P2|C22orf31_-_29457928.23-P1P2	C22orf31	2934	2063	5235	3522	3388	2989
RTN1_-_60097263.23-P1P2|RTN1_-_60097319.23-P1P2	RTN1	6084	5492	8603	3626	4405	5956
N6AMT2_+_21348024.23-P1P2|N6AMT2_+_21348051.23-P1P2	N6AMT2	6112	5518	6390	5699	4554	6237
RNF133_-_122338931.23-P1P2|RNF133_+_122338952.23-P1P2	RNF133	2819	2668	2099	4129	2736	2269
SCUBE3_-_35181869.23-P1P2|SCUBE3_-_35181878.23-P1P2	SCUBE3	2227	2285	2814	2298	3823	2773
PIK3CD_-_9711860.23-P1P2|PIK3CD_+_9711852.23-P1P2	PIK3CD	2385	3968	2172	3561	2298	5859
SCG3_+_51973736.23-P1P2|SCG3_-_51973746.23-P1P2	SCG3	2774	1607	3625	2243	2170	3870
non-targeting_03005|non-targeting_02056	negative_control	2664	3250	1474	2346	1308	3905
CBLN3_-_24900137.23-P1P2|CBLN3_+_24900132.23-P1P2	CBLN3	6623	4644	7167	5449	4684	6431
LMO4_+_87794348.23-P1P2|LMO4_-_87794186.23-P1P2	LMO4	4548	2674	6638	1764	5107	3511
SEMA6A_+_115910502.23-P1P2|SEMA6A_+_115910430.23-P1P2	SEMA6A	3557	4497	4719	2141	4915	3487
TRIM7_+_180632126.23-P1P2|TRIM7_-_180632136.23-P1P2	TRIM7	3701	2921	5196	2868	3443	3095
PER1_+_8055649.23-P2|PER1_+_8055707.23-P2	PER1	7728	4992	7215	3736	6698	4825
SOX13_+_204042262.23-P1P2|SOX13_+_204042278.23-P1P2	SOX13	3427	3616	2975	2564	3747	5507
SLC25A34_+_16062844.23-P1P2|SLC25A34_+_16062838.23-P1P2	SLC25A34	6070	6058	8979	5096	5090	5432
SLAMF9_-_159924002.23-P1P2|SLAMF9_+_159923942.23-P1P2	SLAMF9	3743	3010	5294	1937	2555	3898
FSCN1_-_5632493.23-P1|FSCN1_-_5632462.23-P1	FSCN1	3620	5609	5057	3628	5672	5538
NNMT_-_114167169.23-P1P2|NNMT_-_114167222.23-P1P2	NNMT	5531	5745	5055	6102	3773	5475
ASGR2_-_7017962.23-P1P2|ASGR2_-_7017981.23-P1P2	ASGR2	5384	4535	7380	3803	3870	3677
STK10_+_171615188.23-P1P2|STK10_+_171615183.23-P1P2	STK10	3875	2838	3162	2400	2396	2506
ATMIN_+_81069685.23-P1P2|ATMIN_+_81069661.23-P1P2	ATMIN	3349	1634	2954	3625	2635	4463
SIGIRR_-_414959.23-P2|SIGIRR_-_414954.23-P2	SIGIRR	2740	2755	2899	2906	2125	2074
ERLIN1_+_101945712.23-P1P2|ERLIN1_+_101945741.23-P1P2	ERLIN1	4195	4703	5439	3624	3591	5788
OSBPL10_+_32022639.23-P1P2|OSBPL10_-_32023052.23-P1P2	OSBPL10	6154	4133	8896	4733	4524	5725
SLC29A2_-_66139212.23-P1P2|SLC29A2_-_66139202.23-P1P2	SLC29A2	8213	7517	8606	5508	5999	6864
PDK3_+_24483492.23-P1P2|PDK3_-_24483392.23-P1P2	PDK3	3141	2973	4346	2446	1283	2443
PKD1L3_+_72033568.23-P1P2|PKD1L3_-_72033586.23-P1P2	PKD1L3	2905	3251	2946	2057	1813	4127
BBS10_+_76742151.23-P1P2|BBS10_-_76742199.23-P1P2	BBS10	5506	3808	5991	2366	3976	4707
RASGRP3_+_33701769.23-P1P2|RASGRP3_+_33701755.23-P1P2	RASGRP3	3176	2807	4006	1526	2832	2866
CCNL2_+_1334607.23-P1P2|CCNL2_-_1334403.23-P1P2	CCNL2	8903	7787	8386	7386	5187	9756
