sgRNA	Gene	Low_1	Low_2	Low_3	High_1	High_2	High_3
SLC2A3_+_8088348.23-P1P2|SLC2A3_+_8088875.23-P1P2	SLC2A3	2385.1246632373	4603.146999288038	3097.156249022553	2734.7235022910977	1871.408352664592	4698.719750559411
TMEM120A_-_75623914.23-P1P2|TMEM120A_-_75623875.23-P1P2	TMEM120A	5867.276184087066	2729.676561428821	5185.843346175471	2695.524261533131	5329.375423613468	3587.9385579936284
CDK2_-_56360602.23-P1P2|CDK2_+_56360661.23-P1P2	CDK2	6176.717914526606	8768.8391708785	4554.453964135352	10870.871797260861	4662.934769591614	9944.182146940562
LHX6_-_124976315.23-P2|LHX6_-_124976267.23-P2	LHX6	2315.2206578669216	2277.6745423113725	2170.7996051707623	2823.4982534194346	2935.563590538197	2738.517646031559
RAB7L1_+_205744567.23-P1P2|RAB7L1_+_205744572.23-P1P2	RAB7L1	2886.5693950941454	1675.0051834881078	2560.6347160515934	2551.409405805312	4005.093349815204	2251.349770053313
KCNQ1_+_2466321.23-P1P2|KCNQ1_+_2466256.23-P1P2	KCNQ1	5934.384029242629	4523.137446478743	7732.128303544335	5380.672253453859	8206.894182994924	7973.410325182413
SIPA1L3_-_38397888.23-P1P2|SIPA1L3_+_38397892.23-P1P2	SIPA1L3	4603.411766990631	6782.108456964566	5442.5445848331965	5366.837227303989	4267.369994301223	5554.866846213488
MBNL1_-_151987167.23-P1P2|MBNL1_-_151986997.23-P1P2	MBNL1	15914.811889322742	15072.968481190132	16594.69870776151	17383.710357312466	17965.950147292355	14169.186388905742
LEMD2_+_33756860.23-P1P2|LEMD2_-_33756816.23-P1P2	LEMD2	3838.1959215362253	4708.0945945314	6576.175520768865	4863.011691679532	4623.163311206439	4082.793501048454
ARPC5_+_183604818.23-P1P2|ARPC5_-_183604444.23-P1P2	ARPC5	5223.22728127465	5106.064188375039	4170.199314964472	5810.710982945671	2810.8746939792695	6433.114259712732
PRR16_-_119800123.23-P1|PRR16_+_119800068.23-P1	PRR16	4708.733801748667	4647.827658649074	6306.718941059824	4767.31942747626	4301.766931282997	4030.9057982815402
RBM15_-_110882298.23-P1P2|RBM15_-_110882113.23-P1P2	RBM15	12202.443177453197	15531.205010916097	12646.123443563643	15197.776225632906	13496.498148223216	1263.561650712807
ELMSAN1_-_74226877.23-P1|ELMSAN1_-_74226893.23-P1	ELMSAN1	8338.149760578697	8836.379702470764	7974.479783519329	7052.404579896562	8464.87121035822	8556.666539617905
SLC4A3_-_220492382.23-P1P2|SLC4A3_-_220492391.23-P1P2	SLC4A3	5318.296728578363	5478.0566546831915	5004.876945009933	4952.939361653692	6097.93198429996	4706.4068176359915
CYP2R1_-_14913179.23-P1P2|CYP2R1_-_14913209.23-P1P2	CYP2R1	5226.955494894403	7297.494667268599	4862.973775814047	4177.024978415113	4658.635152468893	4475.794805338597
RADIL_+_4923271.23-P1P2|RADIL_+_4923267.23-P1P2	RADIL	15674.34211084864	16217.001177852915	17124.0453613911	22117.595138259872	14894.948617388427	17855.135052125763
NFIX_+_13134828.23-P2|NFIX_-_13134814.23-P2	NFIX	3827.9433340819032	3537.0456852317116	3827.399524210367	4110.155685357405	3725.6182368382974	2863.432486025981
CCNB1_-_68463002.23-P1P2|CCNB1_+_68463036.23-P1P2	CCNB1	4146.7055985708275	5297.255847036212	4266.661581665046	3486.426589767403	4339.388581106811	4218.278058273173
HSP90AA1_-_102553365.23-P1P2|HSP90AA1_+_102553357.23-P1P2	HSP90AA1	5449.7162586746745	5909.276971772251	4891.673293179507	6184.256688992179	5509.959342767776	4485.403639184322
CDH11_+_65155957.23-P1P2|CDH11_+_65155929.23-P1P2	CDH11	4642.5580099980425	6920.3067754533495	4886.092831469557	4743.108131713987	3207.51437355034	5537.570945291184
TFAP2B_+_50786613.23-P1P2|TFAP2B_-_50786645.23-P1P2	TFAP2B	576.9410576568537	336.66357285989267	546.0880387594462	370.0869495090398	280.5500172575868	393.001304290143
TMEM86B_-_55739745.23-P1P2|TMEM86B_-_55740143.23-P1P2	TMEM86B	3121.4468531386156	3169.2095593292365	2272.8423335812863	2747.405609595146	1717.6970405272937	2594.385138345687
MFSD9_+_103353303.23-P1P2|MFSD9_-_103353320.23-P1P2	MFSD9	1609.6562303285725	2038.6849689849055	912.0068851690606	1876.9518809991177	1681.1502949841597	1735.355392537893
N4BP3_+_177540617.23-P1P2|N4BP3_+_177540646.23-P1P2	N4BP3	9149.036222875082	7232.0323058791755	8359.531641505917	5644.690669147224	9774.104624226959	4877.444060089892
YARS_+_33282894.23-P1P2|YARS_+_33282919.23-P1P2	YARS	4421.661353027647	1875.5486080620562	3320.3747174205746	2300.073097415995	4388.83417801811	1978.4588888347298
NBPF8_+_144215418.23-ENST00000421555.2|NBPF8_-_144215472.23-ENST00000421555.2	NBPF8	4276.261021857261	2910.4773690758	3321.9691350519893	4654.33338058565	4736.028260677882	3940.5827601317274
CNNM3_-_97482020.23-P1P2|CNNM3_-_97482001.23-P1P2	CNNM3	5938.112242862383	8314.758981558212	6480.510462883998	9758.305111042097	7700.6142667944505	8217.474704863822
CMPK1_+_47799589.23-P1P2|CMPK1_+_47799577.23-P1P2	CMPK1	5022.8357992128995	5438.571420829254	5834.771322161149	6761.869030749279	3999.718828411802	3915.599792132843
JAZF1_+_28219944.23-P1P2|JAZF1_+_28220008.23-P1P2	JAZF1	5038.680707096852	10850.126629021603	4264.269955217924	8337.90909298871	4712.380366502913	8875.679823295968
FBXW7_-_153456127.23-ENST00000603548.1|FBXW7_-_153456346.23-ENST00000603548.1	FBXW7	13776.68137839411	9743.500996009918	15186.030730406848	6391.782081240239	12813.933929991155	9239.854626048937
PSG11_-_43530642.23-P1P2|PSG11_+_43530635.23-P1P2	PSG11	3661.105774597934	3686.6739398361083	3134.625063360792	3568.283827820804	3442.91841101935	1833.3654977642857
IQCF5_+_51909588.23-P1P2|IQCF5_-_51909599.23-P1P2	IQCF5	5513.095890210484	4825.5112109917945	6321.865908558261	7288.752943290186	7542.60333753443	4967.767098239705
TMEM106A_+_41363935.23-P1P2|TMEM106A_+_41363903.23-P1P2	TMEM106A	2350.63868725458	2561.3447749988745	1289.8838638142834	2755.476041515904	2510.9763996694355	2094.7257783679993
KRT35_+_39637162.23-P1P2|KRT35_-_39637334.23-P1P2	KRT35	4119.676049827614	3738.6281949070794	3178.4715482246893	5319.567554625263	5232.634038352231	4872.63964316703
CLU_-_27472180.23-P1|CLU_-_27472161.23-P1	CLU	5706.962998437666	5241.145251559564	6367.306811053572	5281.521232713119	6104.381409984043	4561.313426565547
CCNE2_-_95907205.23-P1P2|CCNE2_+_95907328.23-P1P2	CCNE2	4499.953839042471	3997.3603851605158	2924.9591448297933	4255.423459931047	3914.8013902380494	4404.689434880233
SLITRK2_+_144899402.23-P1P2|SLITRK2_+_144899426.23-P1P2	SLITRK2	19294.437535629288	8869.630425716185	16743.776756298757	14096.738727872367	18864.570125941176	11332.658637647792
CCDC114_+_48824005.23-P2|CCDC114_-_48824021.23-P2	CCDC114	5127.225780565997	3186.8740060533664	3385.7458403085666	3821.925973901766	4143.756002022977	4444.085653647705
PIRT_-_10741232.23-P1P2|PIRT_+_10741373.23-P1P2	PIRT	4995.806250469686	4355.844745150216	5160.33266407284	5465.988248044728	6467.699056854021	5254.110346842303
LILRA4_+_54850291.23-P1P2|LILRA4_-_54850358.23-P1P2	LILRA4	7610.216051321826	7379.582390280733	7861.276131688905	7229.9540821532355	6679.4552001480615	7230.647468907888
OR5W2_-_55681981.23-ENST00000344514.1|OR5W2_+_55682049.23-ENST00000344514.1	OR5W2	4900.736803165972	3658.6186420977842	4450.019609277707	5325.332148854376	3449.3678367034327	3883.8906404419513
ACTRT2_-_2938118.23-P1P2|ACTRT2_+_2938135.23-P1P2	ACTRT2	6373.381182968604	3603.5471317225547	10148.468223952921	4744.2610505598095	9301.14674072758	5494.331192985423
SVOPL_-_138363768.23-ENST00000419765.3|SVOPL_-_138363751.23-ENST00000419765.3	SVOPL	6642.744616995794	5677.56099415572	6140.899507392722	6573.943258880202	4322.190112615925	6060.291506498611
ABCB4_+_87104933.23-P1P2|ABCB4_-_87104975.23-P1P2	ABCB4	4636.033636163474	3766.683492645404	5291.872118664532	4500.99517409125	5161.690355827324	3824.3158705984574
UQCR11_+_1605424.23-P1P2|UQCR11_-_1605415.23-P1P2	UQCR11	5468.357326773442	5045.797252492712	5366.809747341011	4304.998970301416	5218.660282703386	6103.531258804373
CHMP4C_+_82644748.23-P1P2|CHMP4C_+_82644753.23-P1P2	CHMP4C	6084.444627437708	3772.9180032539207	6060.381417006292	4489.4659856330245	4472.676711911182	3679.2224795280135
NME1_+_49233051.23-P2|NME1_+_49233013.23-P2	NME1	3253.7984366398646	3654.4623016921064	2968.008420877983	3334.241302118826	4411.407167912398	3235.2943558555294
NCOA5_-_44718548.23-P1P2|NCOA5_-_44718565.23-P1P2	NCOA5	2446.6401879632326	2228.8375425446598	2763.125755241227	3997.1696384667944	2995.7582302563	3156.5019183205864
C7orf43_-_99756341.23-P1P2|C7orf43_-_99756294.23-P1P2	C7orf43	7336.192350269944	5115.415954287813	7749.666897489893	6051.6710217225855	7482.408697816327	5879.645430198985
non-targeting_01522|non-targeting_01520	negative_control	3296.67289326703	2645.510668213848	2716.8876439302085	2984.906891834592	3926.625337325534	2813.466550028212
ADNP2_-_77867648.23-P1P2|ADNP2_-_77867365.23-P1P2	ADNP2	3290.1485194324614	739.8285922106284	4151.863512203206	872.7595662876732	3550.408839087391	752.3716901202494
SNAP29_+_21213372.23-P1P2|SNAP29_-_21213356.23-P1P2	SNAP29	13309.722622519985	6249.057799936402	16037.44974558216	6703.070169612328	13234.221503737195	9219.676074972915
TMEM184B_+_38669005.23-P1P2|TMEM184B_+_38668990.23-P1P2	TMEM184B	14452.420096974432	11478.773115380352	14812.139795840163	10884.706823410732	12720.41725757196	1707.4897743852912
ARL13A_+_100224727.23-P1P2|ARL13A_-_100224705.23-P1P2	ARL13A	1576.102307750791	1009.990718579678	961.4338317429083	553.4010459948258	1100.7019834167388	1719.9812583847336
FBXW7_+_153457205.23-ENST00000281708.4|FBXW7_-_153457248.23-ENST00000281708.4	FBXW7	8359.586988892279	5535.2063352612595	7920.269584051239	7067.392524892255	9626.842737773743	5004.2806668534595
NBEAL2_-_47021368.23-P1|NBEAL2_+_47021358.23-P1	NBEAL2	3239.8176355657893	2934.3763264084473	4041.8486956356096	3874.9602408096034	3342.952312916072	4081.8326176638816
NWD1_-_16830833.23-P1P2|NWD1_-_16830822.23-P1P2	NWD1	4716.190228988174	4190.630214024528	3676.727058041702	5768.052985650237	4468.37709478846	4653.558231484505
ADAM12_-_128077031.23-P1P2|ADAM12_-_128077010.23-P1P2	ADAM12	5821.605567245086	6063.061566782326	4265.864372849339	6590.084122721718	5692.693070483446	5038.872468698069
NTHL1_+_2097718.23-P1P2|NTHL1_-_2097763.23-P1P2	NTHL1	3394.5385007855593	7754.692111893145	2736.020655507182	8357.508713367693	3462.2666880715974	7678.4191261186625
CKM_+_45826065.23-P1|CKM_-_45826081.23-P1	CKM	6670.7062191439445	8018.619727653678	7526.448429091872	7794.884316606287	6155.976815456703	7168.1900489106765
CDC14A_+_100818104.23-P1P2|CDC14A_+_100818093.23-P1P2	CDC14A	7146.053455662516	7564.539538333391	5514.293378246846	10775.179533057588	9331.24406058663	9652.073598030529
"NAV1_+_201617284.23-ENST00000295624.6,ENST00000367296.4|NAV1_+_201617314.23-ENST00000295624.6,ENST00000367296.4"	NAV1	7976.513039462608	4714.3291051399165	7962.521651283721	5957.131676365136	8596.00953260123	4912.035861934502
SCGB3A1_+_180018438.23-P1P2|SCGB3A1_-_180018427.23-P1P2	SCGB3A1	5936.248136052506	4623.928701316427	6631.98013786837	6972.853179534806	5858.2283297082295	7092.280261529451
NKAPL_+_28227152.23-P1P2|NKAPL_+_28227107.23-P1P2	NKAPL	5041.476867311667	5208.933613415561	4183.7518648314945	5197.358156968073	4666.159482433655	4462.342437954582
PDXK_-_45139394.23-P1P2|PDXK_+_45139466.23-P1P2	PDXK	3204.399606178131	6374.787097208153	1861.4825846763606	6082.799830559794	4057.763659568544	7234.491002446178
SCGN_-_25652693.23-P1P2|SCGN_-_25652658.23-P1P2	SCGN	3985.4603595164886	4881.6218064684435	3687.8879814616034	2091.394786322113	5530.382524100704	3726.305765372065
RAVER1_+_10444112.23-P1|RAVER1_+_10444153.23-P1	RAVER1	1724.2987991359923	1348.7324616424096	1303.436413681306	2811.969064961209	3088.199998394815	1247.2266331750748
WBP4_-_41635716.23-P1P2|WBP4_-_41635687.23-P1P2	WBP4	5665.952648620378	9734.149230097144	5911.303368469043	9589.978959552003	6021.613780371651	8640.263394075711
PLXDC1_-_37307872.23-P1|PLXDC1_+_37307604.23-P1	PLXDC1	6579.364985459984	1221.96407926924	6607.266664581446	808.1961109216103	5662.595750624395	1417.3029922444032
ZMIZ2_-_44788466.23-P1P2|ZMIZ2_-_44788204.23-P1P2	ZMIZ2	4356.417614681962	6260.487736052016	5447.32783772744	4023.686771920713	4998.304905163902	6129.475110187829
RAG2_-_36619757.23-P1P2|RAG2_+_36619743.23-P1P2	RAG2	2038.4007966002246	3013.346794116323	2861.1824395732156	2995.283161446995	1375.8774792709235	4552.665476104395
STAP2_+_4338780.23-P1P2|STAP2_+_4338746.23-P1P2	STAP2	3674.1545222670716	4081.526278375489	6144.088342655551	4713.1322417226	4225.448727354687	4558.43077641183
KHSRP_-_6424852.23-P1P2|KHSRP_-_6424785.23-P1P2	KHSRP	9058.62704259606	13779.307529922953	8915.18618605385	15040.979262601038	8296.111238291396	12717.29159481673
PDE4C_+_18366113.23-P1|PDE4C_-_18366154.23-P1	PDE4C	4704.073534723975	4639.514977837718	3016.6381586361235	2928.413868389287	4239.422483003533	3989.5878127449237
THBD_+_23029175.23-P2|THBD_-_23029227.23-P2	THBD	5268.89789811663	5057.227188608326	6213.445509622079	5003.667790869884	5847.4792869014245	4972.571515162567
ATP6V1C2_+_10861821.23-P1P2|ATP6V1C2_-_10862143.23-P1P2	ATP6V1C2	16235.438260621542	10373.186567470088	18932.912164230787	10506.549441980933	16894.270579453987	12376.1779932935
C7orf26_+_6629657.23-P1P2|C7orf26_+_6629704.23-P1P2	C7orf26	3573.492754533727	2558.2275196946166	3184.05200993464	2762.393554590839	3842.782803432462	3025.821778018729
non-targeting_02820|non-targeting_03728	negative_control	3815.8266398177043	3314.6814735279554	4245.13694364095	3961.429154246295	4037.340478235616	4153.898871506817
FBN1_+_48937895.23-P1P2|FBN1_+_48937882.23-P1P2	FBN1	6607.326587608135	7745.34034598037	7484.196361859389	5476.364517657131	6151.67719833398	7353.640542133165
LYPD5_+_44306563.23-P2|LYPD5_+_44306579.23-P2	LYPD5	5858.8877034426205	3741.745450211338	4725.056650696698	5185.828968509847	4918.761988393551	5464.543808063676
non-targeting_00318|non-targeting_00877	negative_control	6010.812408447576	5530.010909754163	7026.598501643444	4701.6030532643745	5755.03751876291	4777.512188094354
CMC1_-_28283142.23-P1P2|CMC1_-_28283259.23-P1P2	CMC1	4080.529806820203	3430.0199197855113	2989.533058902078	4202.3891930232085	3252.6603533389175	4298.9922625772615
FTSJ1_+_48334667.23-P1P2|FTSJ1_-_48334676.23-P1P2	FTSJ1	3827.9433340819032	3245.0627717328543	4890.876084363799	2471.8580054435556	4628.537832609841	3269.8861577001385
PXDC1_+_3752230.23-P1P2|PXDC1_+_3752047.23-P1P2	PXDC1	8338.149760578697	11265.760669589372	11482.995781446809	8631.903398673461	10176.118825201433	10126.749990009333
TNFRSF13C_+_42322771.23-P1P2|TNFRSF13C_-_42322813.23-P1P2	TNFRSF13C	4462.671702844936	4911.7552744096065	5235.270292749319	7020.122852213531	5301.427912315778	6413.896592021282
LRMP_-_25205558.23-P1P2|LRMP_+_25205688.23-P1P2	LRMP	5759.157989114215	5459.353122857642	4263.472746402217	6392.935000086061	6360.20862878598	7480.477148896732
CRB2_+_126118537.23-P1|CRB2_-_126118533.23-P1	CRB2	4728.306923252373	4843.175657715925	4851.015643578438	5506.340407648518	5391.719871892931	4767.9033542486295
NFKB1_+_103422595.23-P1P2|NFKB1_-_103422536.23-P1P2	NFKB1	6495.480179015531	8346.970619702215	5752.658814143305	8769.100741326345	6490.27204674831	6078.548290805488
UQCRC1_-_48643052.23-P2|UQCRC1_+_48643236.23-P2	UQCRC1	6144.096045353764	7172.804455098269	5960.73031504289	6193.48003975876	6848.215172214886	6971.208955073319
HMOX2_+_4526369.23-P1|HMOX2_+_4526391.23-P1	HMOX2	8193.681482813248	8889.373042643154	8467.154831626392	10466.197282377145	5296.053390912375	6600.307968628343
REN_-_204135437.23-P1P2|REN_-_204135359.23-P1P2	REN	6359.4003818945275	3332.3459202520858	6059.584208190585	4818.047856692453	4905.863137025387	5547.179779136908
CRYAA_+_44589151.23-P1|CRYAA_+_44589320.23-P1	CRYAA	5585.796055795678	5111.259613882135	4054.604036686925	5475.211598811308	5238.008559755633	5471.269991755683
EMR3_+_14785613.23-P1P2|EMR3_-_14785589.23-P1P2	EMR3	3788.7970910744916	4882.6608915698625	2185.946572669199	4608.216626752748	4891.889381376542	3334.2653444664943
DPYD_+_98386503.23-P1P2|DPYD_+_98386485.23-P1P2	DPYD	5184.081038267238	4373.5091918743465	4330.438286921623	3870.3485654263136	2968.8856232392895	3203.5852041646376
non-targeting_00903|non-targeting_00000	negative_control	5936.248136052506	5450.001356944867	4205.27650285559	4834.188720533968	5566.929269643838	4066.4584835107216
SNAP23_+_42787858.23-P1P2|SNAP23_-_42787861.23-P1P2	SNAP23	1389.6916267631161	1514.986077869517	1108.120253833037	1322.3979161584693	901.8446914908632	1570.083450391427
PLS1_+_142315306.23-P1|PLS1_+_142315319.23-P1	PLS1	3963.0910777979675	2589.400072737199	3663.1745081746794	4143.590331886258	3954.5728486232247	4087.5979179713163
EYA2_+_45523542.23-P1P2|EYA2_+_45523552.23-P1P2	EYA2	5851.431276203114	3428.980834684092	4628.594383996124	4920.65763397066	7853.250674651068	5917.119882197312
LIPC_-_58724234.23-P2|LIPC_-_58724226.23-P2	LIPC	3658.309614383119	5203.738187908464	3559.537362132741	3478.356157846645	4256.620951494419	3948.269827208307
S100Z_-_76146063.23-P1P2|S100Z_+_76145947.23-P1P2	S100Z	6651.133097640239	6427.780437380543	4096.058895103701	6120.846152471939	4865.016774359531	7235.45188583075
MYO6_+_76459015.23-P1P2|MYO6_+_76459057.23-P1P2	MYO6	5952.093043936458	5992.403779885805	5739.106264276283	6036.683076726892	4514.597978857718	5877.723663429841
POU1F1_-_87325748.23-P1P2|POU1F1_-_87325542.23-P1P2	POU1F1	2418.678585815081	4437.93246816235	1264.3731817116523	5157.005997364284	1998.2470577848803	3252.590256777834
RPA4_+_96139247.23-P1P2|RPA4_+_96139276.23-P1P2	RPA4	6740.610224514323	4314.28134109344	7493.762867647875	3895.7127800344097	5915.198256584291	3830.0811709058926
C22orf26_-_46450036.23-P1P2|C22orf26_-_46450089.23-P1P2	C22orf26	11706.590766025982	12589.555088797715	12785.634986312407	12403.100943359035	13783.497591164885	12914.272688654088
SQRDL_-_45927322.23-P1P2|SQRDL_-_45927289.23-P1P2	SQRDL	4732.035136872127	3120.3725595625237	3467.8583483264106	2568.70318849265	4086.786075146915	3053.6873961713313
OR10A4_+_6897933.23-ENST00000379829.2|OR10A4_-_6897887.23-ENST00000379829.2	OR10A4	5899.898053259909	5783.547674500502	4980.163471723008	3530.23750590866	5267.030975334004	4389.315300727074
GOLGA7B_-_99609645.23-P1P2|GOLGA7B_+_99609867.23-P1P2	GOLGA7B	3500.7925889485336	5677.56099415572	4658.888318992998	4729.273105564116	3411.746186879618	4829.399890861268
CLEC4E_-_8693491.23-P1P2|CLEC4E_-_8693479.23-P1P2	CLEC4E	3349.7999373485172	1890.0957994819282	2786.244810896737	2587.1498900258107	3005.4323687824235	3519.7158376889824
RBM38_+_55966519.23-P1P2|RBM38_-_55966516.23-P1P2	RBM38	16833.816546591977	23938.44256650064	14431.073981932112	26025.99002559833	12819.308451394558	24451.599487215815
XYLT1_-_17564542.23-P1P2|XYLT1_+_17564604.23-P1P2	XYLT1	16393.887339461067	16486.124219120546	15677.111360882496	18285.292894745704	17214.59205509675	16913.469335244736
DPP7_+_140007398.23-P2|DPP7_+_140007403.23-P2	DPP7	3962.159024393029	3188.9521762562053	3078.0232374455795	3794.255921602025	2486.253601213786	2965.2861247906635
ATHL1_-_289141.23-P1P2|ATHL1_+_289204.23-P1P2	ATHL1	17781.714859414304	10059.382866841423	16866.54691391767	9895.50245369498	15779.594840388405	11890.9318840844
CPA5_-_129984754.23-P1|CPA5_-_129984735.23-P1	CPA5	2492.3108048052127	3134.9197509823957	3460.6834689850457	3273.1366032902306	2590.5193164397856	3169.954285704601
non-targeting_02438|non-targeting_00448	negative_control	776.4004863136657	1229.237674979176	1151.169529881227	532.6485067700199	757.8075178796884	1247.2266331750748
HS3ST6_+_1968397.23-P1P2|HS3ST6_+_1968388.23-P1P2	HS3ST6	6922.360638477306	5771.078653283468	5816.435519399883	9785.975163341838	7520.030347640141	6189.0498800313235
TMEM189_-_48770240.23-P1P2|TMEM189_+_48770183.23-P1P2	TMEM189	4444.030634746168	10451.117950076545	1883.0072227004555	14270.829473591572	3348.326834319474	13824.229253844223
DCUN1D4_-_52709349.23-P1P2|DCUN1D4_-_52709757.23-P1P2	DCUN1D4	7477.864467820577	5761.7268873706935	6516.384859590823	5463.682410353083	6587.013432009547	6052.604439422032
HMCN2_-_133223951.23-ENST00000420499.2|HMCN2_-_133223976.23-ENST00000420499.2	HMCN2	3997.5770537806875	2805.529773832439	4481.110753090288	3586.7305293539653	3998.6439241311214	3898.3038912105385
RPS29_+_50065387.23-P2|RPS29_-_50065393.23-P2	RPS29	3798.1176251238753	3324.03323944073	3821.8190625004163	4181.636653798403	4371.635709527223	2243.6627029767333
GLRA2_+_14547655.23-P1P2|GLRA2_+_14547715.23-P1P2	GLRA2	6194.426929220435	6053.709800869551	6374.481690394938	7213.8132183117195	6809.518618110391	5828.718610816644
DAGLA_-_61447910.23-P1P2|DAGLA_-_61447894.23-P1P2	DAGLA	4704.073534723975	1899.4475653947031	4844.637973052781	5605.491428389257	4126.55753353209	5771.0656077422955
SERAC1_+_158589232.23-P1P2|SERAC1_+_158589216.23-P1P2	SERAC1	3423.432156338649	3863.31840707741	3512.502042006015	2134.0527836175474	4040.5651910776573	3165.1498687817384
ZNF583_+_56915696.23-P1P2|ZNF583_-_56915703.23-P1P2	ZNF583	4894.212429331404	4372.470106772927	5076.625738423582	4469.866365254042	5372.371594840684	6463.862528019052
C17orf70_-_79519326.23-P1P2|C17orf70_+_79519322.23-P1P2	C17orf70	19231.989957498416	15735.904775895724	19456.67835615043	13650.559134539038	18200.279280480685	14029.858298142733
non-targeting_00204|non-targeting_00553	negative_control	10211.57710450483	10596.589864275264	9753.052651362139	11043.809624134243	9438.73448865467	9470.466638346332
ZNF286B_-_18585314.23-P1P2|ZNF286B_-_18585620.23-P1P2	ZNF286B	4017.1501752843933	3907.9990664384454	4177.374194305837	3259.3015771403598	5006.904139409345	5718.217021590809
KNSTRN_-_40675191.23-P1P2|KNSTRN_-_40675529.23-P1P2	KNSTRN	2529.592941002748	1814.2425870783104	2383.6543589645903	1702.861135279912	2319.643437708323	1454.7774442427299
AGO4_+_36273634.23-P1P2|AGO4_+_36273598.23-P1P2	AGO4	8089.29150146015	6361.2789908897	7508.909835146313	8623.832966752703	9086.165884591497	7313.283439981121
LGALSL_+_64681411.23-P1P2|LGALSL_+_64681365.23-P1P2	LGALSL	4526.983387785684	3539.1238554345505	4965.016504224571	7028.193284134289	2792.6013212077028	3637.904493991397
RHOG_+_3861920.23-P1P2|RHOG_-_3862066.23-P1P2	RHOG	20418.493941984965	24280.30156486763	23153.335634584815	28299.545989560407	21732.41474679651	27565.822536615215
TPRN_-_140095175.23-P1P2|TPRN_-_140095185.23-P1P2	TPRN	6712.648622366171	8194.22510979356	6158.438101338281	7280.682511369428	5897.999788093404	8591.258341462515
NAB1_-_191514174.23-P1P2|NAB1_-_191514101.23-P1P2	NAB1	3477.4912538250746	4614.576935403652	2249.723277925777	2828.109928802725	1734.89550901818	3591.7820915319185
TRUB1_-_116698030.23-P1P2|TRUB1_-_116698001.23-P1P2	TRUB1	2317.0847646767984	3208.6947931831746	2002.5885450565386	2810.8161461153863	2673.286946052177	1384.6329571689391
SAMD13_-_84764232.23-P1|SAMD13_-_84764185.23-P1	SAMD13	16091.902036261032	13840.613550906699	18635.553275971994	18595.42806427197	13197.674758194062	14652.5107313457
non-targeting_02456|non-targeting_01643	negative_control	3642.464706499167	2660.05785963372	5845.93224558105	8054.291056916361	6028.063206055734	6041.073838807161
non-targeting_00038|non-targeting_00083	negative_control	6578.432932055046	7449.201092075835	6022.115393852346	4910.281364358257	4545.77020299745	8256.870923631293
KIAA0319L_+_36022945.23-P1P2|KIAA0319L_-_36022992.23-P1P2	KIAA0319L	2628.3906019262154	2277.6745423113725	2142.8972966210094	4507.912687166186	3453.667453826154	3936.7392265934373
MYO1C_+_1388992.23-P1|MYO1C_+_1388664.23-P1	MYO1C	5171.964344003039	4370.391936570088	6868.751156133414	2796.9811199655155	6330.111308926928	3172.836935858318
HSPA12B_-_3713407.23-P1P2|HSPA12B_-_3713417.23-P1P2	HSPA12B	14485.041966147275	13504.989063148225	18532.71333874576	13306.989318483917	15033.6112695962	13440.836783399805
PLD3_-_40854641.23-P2|PLD3_-_40854603.23-P2	PLD3	4802.871195647443	6587.799542999134	6499.643474460971	6524.367748509832	5089.6717690217365	5407.851688373899
non-targeting_03116|non-targeting_00126	negative_control	2177.2767539360425	2702.660348791916	2260.0869925299708	2969.9189468388986	2958.1365804324855	2234.0538691310085
IL16_+_81489132.23-ENST00000394660.2|IL16_-_81489092.23-ENST00000394660.2	IL16	2607.885427017571	3537.0456852317116	3011.85490574188	3863.431052351378	2693.710127385105	2775.031214645313
non-targeting_03212|non-targeting_00673	negative_control	4801.939142242504	5517.54188853713	3781.1614128993483	3413.792702480582	3907.2770602732867	5988.225252655676
TMEM82_-_16069048.23-P1P2|TMEM82_+_16069100.23-P1P2	TMEM82	4822.444317151148	5710.811717401142	5811.65226650564	3873.807321963781	3040.904210044877	6031.4650049614365
IL7_+_79717216.23-P1P2|IL7_-_79717274.23-P1P2	IL7	6724.765316630371	9553.348422450164	7460.280097388172	8054.291056916361	6387.081235802991	8200.178803941517
POU3F2_-_99282954.23-P1P2|POU3F2_+_99282417.23-P1P2	POU3F2	9541.430706354138	12645.665684274363	10927.341236898876	10656.428891937865	6647.208071727649	12247.419619760789
CREBZF_-_85376117.23-P1P2|CREBZF_-_85376158.23-P1P2	CREBZF	6214.93210412908	5180.878315677237	5092.569914737726	4662.403812506408	4882.215242850418	4801.534272708666
PRDM9_-_23507772.23-P1P2|PRDM9_-_23507758.23-P1P2	PRDM9	15730.265315144943	12235.227069213692	14502.025566530054	15117.071906425326	13235.296408017875	13264.995124023042
ELANE_+_852365.23-P1P2|ELANE_+_852322.23-P1P2	ELANE	7074.285343482261	4816.15944507902	5562.923116004987	5108.583405839736	5163.840164388685	5156.100241615911
SLC1A2_+_35441071.23-P1P2|SLC1A2_-_35441035.23-P1P2	SLC1A2	2615.3418542570785	2168.5706066623334	2430.689679091316	2085.630192093	1263.0125297994805	2713.5346780326745
TAF5L_-_229761813.23-P1P2|TAF5L_+_229761795.23-P1P2	TAF5L	1330.04020884706	361.6016152939588	1233.2820378990705	268.63009107665505	307.42262427459696	513.1117273617026
non-targeting_03063|non-targeting_02055	negative_control	3805.574052363382	1889.0567143805088	2507.2217253992094	2689.7596673040184	2788.301704084981	3407.2924816940026
